Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.983888,15.639722,28/07/2021 08:00,0.28,272.0,3.32,3.6,1.87,107.39,,0.0,953.85,385.62,0.49,30.88,28.2,1.9
Melfi,40.983888,15.639722,28/07/2021 09:00,0.31,297.0,15.04,10.45,2.59,102.77,,0.0,953.98,563.02,2.1,33.51,25.32,1.39
Melfi,40.983888,15.639722,28/07/2021 10:00,0.29,302.0,8.51,6.37,1.92,108.74,,0.0,954.05,715.12,1.79,34.92,21.95,1.25
Melfi,40.983888,15.639722,28/07/2021 11:00,0.27,270.0,2.99,3.42,1.86,93.61,,0.0,953.97,876.36,0.84,36.11,18.2,2.04
Melfi,40.983888,15.639722,28/07/2021 12:00,0.27,280.0,2.58,3.36,2.02,92.69,,0.0,953.73,937.73,0.31,36.86,17.67,2.029
Melfi,40.983888,15.639722,28/07/2021 13:00,0.27,271.0,2.75,3.37,1.93,101.61,,0.0,953.59,934.65,1.28,37.39,18.1,3.03
Melfi,40.983888,15.639722,28/07/2021 14:00,0.28,278.0,3.52,4.07,2.22,99.05,,0.0,953.52,895.81,2.49,37.82,16.73,3.18
Melfi,40.983888,15.639722,28/07/2021 15:00,0.27,269.0,7.04,6.3,2.62,107.12,,0.0,953.26,742.18,3.81,38.03,16.61,3.03
Melfi,40.983888,15.639722,28/07/2021 16:00,0.28,272.0,6.27,5.63,2.35,116.41,,0.0,953.01,597.99,5.82,37.52,17.49,3.02
Melfi,40.983888,15.639722,28/07/2021 17:00,0.27,272.0,6.28,5.24,1.95,121.29,,0.0,952.72,419.97,3.19,36.49,19.71,2.69
Melfi,40.983888,15.639722,28/07/2021 18:00,0.28,269.0,6.06,5.01,1.84,129.27,,0.0,952.56,217.0,2.36,34.79,23.24,2.73
Melfi,40.983888,15.639722,28/07/2021 19:00,0.3,257.0,7.27,5.57,1.76,146.53,,0.0,952.61,49.81,1.14,31.89,31.26,2.8
Melfi,40.983888,15.639722,28/07/2021 20:00,0.3,260.0,9.12,6.74,1.97,161.56,,0.0,952.92,1.81,2.18,29.67,35.96,3.01
Melfi,40.983888,15.639722,28/07/2021 21:00,0.32,259.0,9.49,6.83,1.87,166.5,,0.0,953.44,0.02,3.02,28.63,38.72,2.84
Melfi,40.983888,15.639722,28/07/2021 22:00,0.3,260.0,6.2,4.9,1.65,148.85,,0.0,953.36,0.02,0.71,28.25,34.76,2.33
Melfi,40.983888,15.639722,28/07/2021 23:00,0.29,257.0,5.0,4.45,1.83,124.85,,0.0,953.24,0.02,0.06,27.26,33.47,2.0
Melfi,40.983888,15.639722,29/07/2021 00:00,0.27,259.0,3.97,3.81,1.74,109.08,,0.0,952.92,0.02,0.17,27.4,29.67,1.89
Melfi,40.983888,15.639722,29/07/2021 01:00,0.27,273.0,3.81,3.73,1.74,120.14,,0.0,952.61,0.02,0.01,26.59,34.07,3.41
Melfi,40.983888,15.639722,29/07/2021 02:00,0.27,267.0,2.14,2.75,1.63,104.18,,0.0,952.15,0.02,0.0,28.31,26.82,3.33
Melfi,40.983888,15.639722,29/07/2021 03:00,0.27,256.0,1.53,2.43,1.63,108.22,,0.0,951.7,0.02,0.0,29.11,24.71,3.15
Melfi,40.983888,15.639722,29/07/2021 04:00,0.27,285.0,2.06,2.83,1.76,114.09,,0.0,951.56,0.02,0.01,27.42,29.83,2.24
Melfi,40.983888,15.639722,29/07/2021 05:00,0.27,285.0,2.08,2.86,1.78,115.26,,0.0,951.81,0.25,0.02,26.72,29.25,1.94
Melfi,40.983888,15.639722,29/07/2021 06:00,0.27,269.0,6.29,5.57,2.28,105.4,,0.0,952.12,53.82,0.03,25.51,33.78,2.3
Melfi,40.983888,15.639722,29/07/2021 07:00,0.27,270.0,4.33,3.93,1.66,102.42,,0.0,952.41,216.86,0.05,27.73,30.87,2.14
Melfi,40.983888,15.639722,29/07/2021 08:00,0.27,271.0,3.08,3.33,1.72,107.25,,0.0,952.69,415.53,0.09,29.61,26.7,3.02
Melfi,40.983888,15.639722,29/07/2021 09:00,0.27,274.0,2.52,3.04,1.72,106.69,,0.0,952.78,600.04,0.16,31.08,24.64,3.18
Melfi,40.983888,15.639722,29/07/2021 10:00,0.27,269.0,2.29,2.98,1.78,109.97,,0.0,952.86,747.74,0.0,32.759,21.15,3.57
Melfi,40.983888,15.639722,29/07/2021 11:00,0.27,276.0,2.01,2.84,1.79,112.08,,0.0,952.83,903.43,0.0,33.86,20.17,3.74
Melfi,40.983888,15.639722,29/07/2021 12:00,0.27,271.0,2.24,2.85,1.68,111.29,,0.0,952.74,883.22,0.0,34.4,20.18,3.89
Melfi,40.983888,15.639722,29/07/2021 13:00,0.27,273.0,2.21,2.81,1.66,114.7,,0.0,952.25,959.11,0.03,35.49,19.41,4.01
Melfi,40.983888,15.639722,29/07/2021 14:00,0.28,260.0,3.94,4.1,2.03,117.2,,0.0,951.94,912.12,0.4,35.93,17.84,4.45
Melfi,40.983888,15.639722,29/07/2021 15:00,0.28,269.0,3.81,4.09,2.1,110.41,,0.0,951.66,750.0,1.93,35.89,17.5,4.42
Melfi,40.983888,15.639722,29/07/2021 16:00,0.27,269.0,4.05,3.95,1.83,108.68,,0.0,951.35,592.26,1.1,35.26,17.91,4.56
Melfi,40.983888,15.639722,29/07/2021 17:00,0.27,269.0,3.3,3.69,1.96,110.37,,0.0,951.13,408.14,0.1,34.16,19.23,4.73
Melfi,40.983888,15.639722,29/07/2021 18:00,0.27,270.0,2.97,3.38,1.83,111.51,,0.0,951.08,218.88,0.47,32.56,22.24,4.12
Melfi,40.983888,15.639722,29/07/2021 19:00,0.28,270.0,2.37,3.1,1.86,102.81,,0.0,950.94,46.85,0.85,30.65,24.05,4.059
Melfi,40.983888,15.639722,29/07/2021 20:00,0.27,269.0,3.5,3.81,1.98,98.91,,0.0,951.25,1.65,0.83,28.38,27.63,2.8
Melfi,40.983888,15.639722,29/07/2021 21:00,0.28,268.0,2.05,3.01,1.94,98.17,,0.0,951.29,0.03,0.04,28.44,25.01,2.97
Melfi,40.983888,15.639722,29/07/2021 22:00,0.27,268.0,1.17,2.37,1.78,-9999.0,,0.0,951.32,0.03,0.27,28.44,24.87,3.28
Melfi,40.983888,15.639722,29/07/2021 23:00,0.27,269.0,1.1,2.35,1.79,97.47,,0.0,951.26,0.02,0.39,28.32,25.08,2.93
Melfi,40.983888,15.639722,30/07/2021 00:00,0.27,292.0,2.54,3.45,2.13,92.56,,0.0,951.18,0.02,0.0,26.03,30.88,2.02
Melfi,40.983888,15.639722,30/07/2021 01:00,0.27,284.0,2.04,2.72,1.65,90.37,,0.0,951.07,0.02,0.0,25.38,31.54,1.76
Melfi,40.983888,15.639722,30/07/2021 02:00,0.27,355.0,2.14,2.87,1.75,89.07,,0.0,950.97,0.01,0.0,24.24,34.96,0.62
Melfi,40.983888,15.639722,30/07/2021 03:00,0.27,287.0,2.52,2.86,1.54,93.22,,0.0,950.71,0.01,0.0,24.12,35.11,1.58
Melfi,40.983888,15.639722,30/07/2021 04:00,0.27,279.0,1.62,2.56,1.72,98.59,,0.0,950.48,0.02,0.0,24.82,32.94,2.73
Melfi,40.983888,15.639722,30/07/2021 05:00,0.27,270.0,0.82,2.09,1.71,102.52,,0.0,950.38,0.36,0.0,26.18,26.06,3.07
Melfi,40.983888,15.639722,30/07/2021 06:00,0.27,269.0,0.87,1.97,1.63,111.08,,0.0,950.45,54.91,0.7,26.93,22.48,3.52
Melfi,40.983888,15.639722,30/07/2021 07:00,0.27,272.0,0.84,1.87,1.47,118.26,,0.0,950.74,218.71,0.54,27.48,24.66,3.69
Melfi,40.983888,15.639722,30/07/2021 08:00,0.27,268.0,1.34,2.26,1.58,117.79,,0.0,950.97,408.24,1.17,28.94,26.55,4.04
Melfi,40.983888,15.639722,30/07/2021 09:00,0.27,273.0,1.44,2.42,1.67,114.95,,0.0,951.22,586.61,1.48,30.54,24.87,3.35
Melfi,40.983888,15.639722,30/07/2021 10:00,0.27,268.0,2.33,2.94,1.72,116.48,,0.0,951.32,738.93,0.54,32.13,22.73,3.0
Melfi,40.983888,15.639722,30/07/2021 11:00,0.27,261.0,2.42,3.16,1.9,117.45,,0.0,951.08,900.66,2.8,33.31,22.05,2.99
Melfi,40.983888,15.639722,30/07/2021 12:00,0.27,269.0,1.79,2.69,1.76,109.47,,0.0,950.71,963.64,2.39,34.23,20.02,3.17
Melfi,40.983888,15.639722,30/07/2021 13:00,0.27,269.0,2.79,3.3,1.85,118.03,,0.0,950.24,957.73,3.38,35.29,18.71,2.78
Melfi,40.983888,15.639722,30/07/2021 14:00,0.27,260.0,3.66,3.54,1.62,125.45,,0.0,949.69,903.34,5.37,35.81,18.82,2.67
Melfi,40.983888,15.639722,30/07/2021 15:00,0.28,251.0,6.61,5.4,1.94,126.87,,0.0,949.27,744.56,2.01,36.13,20.44,2.27
Melfi,40.983888,15.639722,30/07/2021 16:00,0.28,267.0,6.12,5.31,2.11,125.95,,0.0,949.13,591.96,3.02,35.8,21.7,2.91
Melfi,40.983888,15.639722,30/07/2021 17:00,0.3,70.0,7.69,6.07,2.05,145.05,,0.0,949.06,409.65,3.63,33.57,27.16,2.38
Melfi,40.983888,15.639722,30/07/2021 18:00,0.33,72.0,8.03,5.96,1.77,138.06,,0.0,949.23,211.89,5.45,31.59,32.43,1.89
Melfi,40.983888,15.639722,30/07/2021 19:00,0.32,183.0,8.58,6.17,1.68,113.65,,0.0,949.45,40.33,4.57,29.52,40.14,1.02
Melfi,40.983888,15.639722,30/07/2021 20:00,0.32,201.0,8.77,6.48,1.89,99.91,,0.0,949.57,1.31,2.82,26.12,47.63,1.13
Melfi,40.983888,15.639722,30/07/2021 21:00,0.32,210.0,24.12,14.67,2.06,89.8,,0.0,949.86,0.02,4.66,24.57,48.95,1.22
Melfi,40.983888,15.639722,30/07/2021 22:00,0.31,221.0,5.99,4.87,1.74,119.43,,0.0,949.85,0.02,3.03,25.01,45.93,2.52
Melfi,40.983888,15.639722,30/07/2021 23:00,0.29,215.0,5.0,4.26,1.65,122.17,,0.0,949.84,0.02,2.48,24.84,44.58,2.19
Melfi,40.983888,15.639722,31/07/2021 00:00,0.3,223.0,4.1,3.7,1.56,120.86,,0.0,949.71,0.02,3.57,24.65,45.49,2.09
Melfi,40.983888,15.639722,31/07/2021 01:00,0.28,231.0,3.97,3.58,1.5,120.51,,0.0,949.55,0.02,0.93,24.54,45.6,2.08
Melfi,40.983888,15.639722,31/07/2021 02:00,0.27,241.0,4.09,3.99,1.85,120.05,,0.0,949.28,0.02,0.23,25.02,44.52,2.07
Melfi,40.983888,15.639722,31/07/2021 03:00,0.27,269.0,5.18,4.53,1.82,114.4,,0.0,949.15,0.01,0.29,24.67,45.78,2.36
Melfi,40.983888,15.639722,31/07/2021 04:00,0.27,233.0,3.9,3.64,1.6,107.2,,0.0,948.71,0.02,0.21,24.3,45.46,1.89
Melfi,40.983888,15.639722,31/07/2021 05:00,0.28,259.0,4.52,4.14,1.78,123.01,,0.0,948.82,0.45,0.91,25.73,41.56,2.27
Melfi,40.983888,15.639722,31/07/2021 06:00,0.29,260.0,5.01,4.35,1.73,129.09,,0.0,948.97,52.44,1.19,26.68,40.53,2.23
Melfi,40.983888,15.639722,31/07/2021 07:00,0.29,266.0,4.17,3.97,1.79,109.37,,0.0,949.25,217.56,1.64,28.49,36.65,2.51
Melfi,40.983888,15.639722,31/07/2021 08:00,0.29,270.0,3.75,3.67,1.71,102.09,,0.0,949.47,412.57,1.77,31.13,31.54,2.22
Melfi,40.983888,15.639722,31/07/2021 09:00,0.27,275.0,4.44,4.06,1.73,107.8,,0.0,949.43,591.21,2.21,32.82,26.58,2.27
Melfi,40.983888,15.639722,31/07/2021 10:00,0.27,191.0,5.9,4.98,1.89,123.5,,0.0,949.21,740.13,6.18,34.02,24.78,1.42
Melfi,40.983888,15.639722,31/07/2021 11:00,0.28,277.0,3.9,3.8,1.76,109.6,,0.0,949.13,907.22,3.38,35.24,24.13,2.15
Melfi,40.983888,15.639722,31/07/2021 12:00,0.28,200.0,4.53,4.22,1.85,108.44,,0.0,948.91,982.09,3.62,35.5,22.05,2.73
Melfi,40.983888,15.639722,31/07/2021 13:00,0.27,266.0,3.61,3.51,1.62,110.7,,0.0,948.59,978.83,5.27,36.35,18.76,2.93
Melfi,40.983888,15.639722,31/07/2021 14:00,0.27,272.0,4.28,4.12,1.89,106.15,,0.0,948.3,937.21,2.91,37.0,18.01,3.04
Melfi,40.983888,15.639722,31/07/2021 15:00,0.27,277.0,4.42,4.29,1.98,117.68,,0.0,947.98,773.12,5.61,37.09,16.74,3.48
Melfi,40.983888,15.639722,31/07/2021 16:00,0.27,271.0,4.6,4.28,1.88,124.89,,0.0,947.89,609.23,5.97,36.94,18.34,2.81
Melfi,40.983888,15.639722,31/07/2021 17:00,0.27,275.0,4.32,4.12,1.86,120.95,,0.0,947.75,422.28,5.74,35.75,20.78,3.36
Melfi,40.983888,15.639722,31/07/2021 18:00,0.28,272.0,3.04,3.33,1.74,113.4,,0.0,947.54,213.1,6.12,33.6,23.26,3.84
Melfi,40.983888,15.639722,31/07/2021 19:00,0.28,270.0,3.59,3.52,1.64,106.96,,0.0,947.74,44.54,6.83,31.14,27.64,3.02
Melfi,40.983888,15.639722,31/07/2021 20:00,0.27,267.0,3.41,3.43,1.64,106.91,,0.0,947.8,1.04,4.64,29.44,31.3,3.9
Melfi,40.983888,15.639722,31/07/2021 21:00,0.27,270.0,2.59,3.12,1.76,105.55,,0.0,947.94,0.02,3.34,29.0,27.59,3.87
Melfi,40.983888,15.639722,31/07/2021 22:00,0.27,279.0,2.38,2.79,1.55,108.2,,0.0,948.14,0.02,1.7,28.33,28.61,3.36
Melfi,40.983888,15.639722,31/07/2021 23:00,0.27,281.0,2.74,3.29,1.86,99.1,,0.0,948.15,0.02,1.01,27.35,31.39,2.85
Melfi,40.983888,15.639722,01/08/2021 00:00,0.27,271.0,1.15,2.18,1.6,101.87,,0.0,948.06,0.02,0.14,29.69,20.72,4.03
Melfi,40.983888,15.639722,01/08/2021 01:00,0.27,260.0,1.42,2.41,1.68,106.36,,0.0,947.93,0.02,0.14,29.45,23.58,5.13
Melfi,40.983888,15.639722,01/08/2021 02:00,0.27,261.0,1.59,2.39,1.56,104.92,,0.0,947.87,0.02,0.01,29.09,24.86,5.9
Melfi,40.983888,15.639722,01/08/2021 03:00,0.27,268.0,1.34,2.36,1.67,104.57,,0.0,948.04,0.02,0.02,28.91,26.2,5.59
Melfi,40.983888,15.639722,01/08/2021 04:00,0.27,272.0,1.68,2.63,1.76,103.8,,0.0,947.9,0.02,0.03,28.81,28.21,4.11
Melfi,40.983888,15.639722,01/08/2021 05:00,0.27,267.0,2.08,2.66,1.57,107.35,,0.0,948.46,0.26,0.35,28.59,30.26,4.71
Melfi,40.983888,15.639722,01/08/2021 06:00,0.27,268.0,2.12,2.59,1.48,107.21,,0.0,949.04,30.74,1.54,28.38,31.6,3.71
Melfi,40.983888,15.639722,01/08/2021 07:00,0.27,241.0,4.63,4.19,1.77,98.32,,0.0,948.7,139.7,0.4,28.79,31.22,2.31
Melfi,40.983888,15.639722,01/08/2021 08:00,0.27,239.0,3.05,3.38,1.78,90.25,,0.0,948.67,376.49,2.34,32.549,23.83,1.6
Melfi,40.983888,15.639722,01/08/2021 09:00,0.27,221.0,2.08,2.8,1.71,92.58,,0.0,948.93,488.72,1.63,32.759,23.78,2.87
Melfi,40.983888,15.639722,01/08/2021 10:00,0.27,231.0,2.49,3.03,1.73,95.4,,0.0,948.72,778.54,1.37,34.35,22.37,3.3
Melfi,40.983888,15.639722,01/08/2021 11:00,0.27,268.0,3.4,3.56,1.78,93.85,,0.0,948.72,923.63,0.73,35.36,20.72,3.8
Melfi,40.983888,15.639722,01/08/2021 12:00,0.28,273.0,4.25,4.03,1.81,94.2,,0.0,948.66,949.7,0.82,36.14,19.94,3.92
Melfi,40.983888,15.639722,01/08/2021 13:00,0.27,272.0,4.92,4.36,1.79,97.51,,0.0,948.69,905.03,0.31,35.8,21.53,4.59
Melfi,40.983888,15.639722,01/08/2021 14:00,0.27,272.0,4.58,4.19,1.79,98.76,,0.0,948.85,892.19,1.59,35.19,23.17,4.66
Melfi,40.983888,15.639722,01/08/2021 15:00,0.27,268.0,4.55,4.18,1.8,96.59,,0.0,948.96,730.5,0.16,34.38,25.37,4.68
Melfi,40.983888,15.639722,01/08/2021 16:00,0.27,260.0,3.31,3.52,1.79,93.29,,0.0,949.01,587.3,0.56,33.67,25.62,4.16
Melfi,40.983888,15.639722,01/08/2021 17:00,0.28,265.0,2.7,3.01,1.6,97.95,,0.0,948.76,411.53,1.25,33.0,26.54,3.68
Melfi,40.983888,15.639722,01/08/2021 18:00,0.28,273.0,3.07,3.1,1.49,99.98,,0.0,948.87,205.39,2.03,31.65,32.65,3.46
Melfi,40.983888,15.639722,01/08/2021 19:00,0.28,268.0,4.55,4.28,1.9,90.94,,0.0,948.8,44.65,2.23,29.95,37.2,1.93
Melfi,40.983888,15.639722,01/08/2021 20:00,0.27,201.0,4.24,4.08,1.86,86.11,,0.0,948.72,0.72,1.32,28.55,35.99,1.32
Melfi,40.983888,15.639722,01/08/2021 21:00,0.27,214.0,2.85,3.33,1.84,91.58,,0.0,949.23,0.03,2.49,28.49,32.75,1.57
Melfi,40.983888,15.639722,01/08/2021 22:00,0.27,202.0,3.39,3.38,1.6,-9999.0,,0.0,949.01,0.03,0.97,26.15,40.0,1.29
Melfi,40.983888,15.639722,01/08/2021 23:00,0.27,224.0,1.55,2.46,1.65,96.54,,0.0,948.61,0.02,0.55,28.59,31.45,2.35
Melfi,40.983888,15.639722,02/08/2021 00:00,0.27,250.0,1.6,2.49,1.66,96.28,,0.0,948.54,0.02,0.18,27.98,32.81,2.21
Melfi,40.983888,15.639722,02/08/2021 01:00,0.27,256.0,1.74,2.58,1.67,98.55,,0.0,948.37,0.02,0.25,27.46,34.63,2.3
Melfi,40.983888,15.639722,02/08/2021 02:00,0.27,280.0,2.42,2.83,1.56,99.35,,0.0,948.74,0.02,0.0,26.1,46.03,1.96
Melfi,40.983888,15.639722,02/08/2021 03:00,0.27,283.0,3.34,3.48,1.73,89.92,,0.0,949.17,0.02,0.03,23.9,54.05,0.99
Melfi,40.983888,15.639722,02/08/2021 04:00,0.27,273.0,4.2,4.21,2.01,94.36,,0.0,949.24,0.02,0.25,22.75,56.85,1.72
Melfi,40.983888,15.639722,02/08/2021 05:00,0.27,253.0,5.7,4.98,2.0,92.24,,0.0,949.67,0.23,0.03,22.16,65.72,1.57
Melfi,40.983888,15.639722,02/08/2021 06:00,0.29,247.0,9.8,7.51,2.39,83.66,,0.0,950.11,44.84,0.43,22.44,75.19,1.59
Melfi,40.983888,15.639722,02/08/2021 07:00,0.3,273.0,5.72,4.85,1.86,84.27,,0.0,950.73,193.81,1.97,24.05,69.51,2.14
Melfi,40.983888,15.639722,02/08/2021 08:00,0.29,278.0,4.57,4.21,1.82,87.76,,0.0,950.97,383.39,6.4,25.69,60.98,2.05
Melfi,40.983888,15.639722,02/08/2021 09:00,0.29,273.0,5.26,5.5,2.76,91.6,,0.0,951.0,567.9,4.83,27.11,55.32,2.57
Melfi,40.983888,15.639722,02/08/2021 10:00,0.3,278.0,4.93,4.32,1.75,95.25,,0.0,951.18,716.84,2.15,28.6,47.31,2.78
Melfi,40.983888,15.639722,02/08/2021 11:00,0.27,273.0,4.56,4.2,1.81,105.62,,0.0,951.41,867.59,5.76,29.91,39.42,3.49
Melfi,40.983888,15.639722,02/08/2021 12:00,0.27,273.0,4.99,4.47,1.86,112.57,,0.0,951.23,929.63,5.72,31.16,32.71,3.61
Melfi,40.983888,15.639722,02/08/2021 13:00,0.27,280.0,1.83,2.76,1.87,123.81,,0.0,951.05,814.93,14.85,32.27,25.68,1.7
Melfi,40.983888,15.639722,02/08/2021 14:00,0.28,273.0,1.62,2.52,1.71,134.95,,0.0,950.95,833.26,14.08,33.17,24.69,2.3
Melfi,40.983888,15.639722,02/08/2021 15:00,0.28,270.0,4.14,3.82,1.65,127.19,,0.0,950.96,604.49,7.42,32.83,25.47,2.99
Melfi,40.983888,15.639722,02/08/2021 16:00,0.3,275.0,3.17,3.18,1.53,125.15,,0.0,950.91,660.46,4.92,33.26,25.21,3.48
Melfi,40.983888,15.639722,02/08/2021 17:00,0.3,270.0,3.08,3.22,1.61,126.01,,0.0,950.96,297.68,6.06,31.04,29.72,3.95
Melfi,40.983888,15.639722,02/08/2021 18:00,0.27,273.0,3.46,3.54,1.73,123.56,,0.0,951.13,193.63,7.66,29.68,32.32,3.03
Melfi,40.983888,15.639722,02/08/2021 19:00,0.27,270.0,4.48,4.45,2.11,111.53,,0.0,951.27,42.75,6.44,27.48,33.08,2.45
Melfi,40.983888,15.639722,02/08/2021 20:00,0.27,287.0,1.8,2.5,1.6,107.91,,0.0,951.64,0.47,8.2,25.51,29.84,2.68
Melfi,40.983888,15.639722,02/08/2021 21:00,0.27,273.0,1.9,2.52,1.56,105.73,,0.0,952.24,0.02,7.48,24.45,31.37,3.13
Melfi,40.983888,15.639722,02/08/2021 22:00,0.27,242.0,2.6,2.88,1.52,105.92,,0.0,952.1,0.02,6.49,23.4,32.81,1.25
Melfi,40.983888,15.639722,02/08/2021 23:00,0.27,186.0,3.1,3.26,1.64,95.43,,0.0,951.84,0.02,5.72,22.03,36.04,1.37
Melfi,40.983888,15.639722,03/08/2021 00:00,0.29,268.0,4.09,3.75,1.62,98.63,,0.0,951.82,0.02,5.03,22.33,37.82,2.29
Melfi,40.983888,15.639722,03/08/2021 01:00,0.27,176.0,1.95,2.6,1.59,100.18,,0.0,951.87,0.01,3.57,23.07,36.0,1.76
Melfi,40.983888,15.639722,03/08/2021 02:00,0.27,212.0,4.5,4.1,1.75,88.38,,0.0,952.04,0.02,2.59,20.79,42.45,1.33
Melfi,40.983888,15.639722,03/08/2021 03:00,0.27,279.0,4.08,3.92,1.79,89.9,,0.0,952.08,0.02,2.52,20.09,46.1,1.57
Melfi,40.983888,15.639722,03/08/2021 04:00,0.27,257.0,2.54,3.02,1.69,91.96,,0.0,952.1,0.02,2.71,20.85,39.01,2.08
Melfi,40.983888,15.639722,03/08/2021 05:00,0.27,257.0,2.95,2.99,1.47,100.44,,0.0,952.06,0.08,3.75,21.2,34.89,2.11
Melfi,40.983888,15.639722,03/08/2021 06:00,0.28,316.0,9.09,6.67,1.91,74.55,,0.0,952.71,39.55,4.14,19.14,46.08,1.59
Melfi,40.983888,15.639722,03/08/2021 07:00,0.27,271.0,2.89,3.12,1.62,97.87,,0.0,953.66,89.34,0.06,23.37,28.06,2.53
Melfi,40.983888,15.639722,03/08/2021 08:00,0.28,271.0,1.87,2.47,1.5,96.9,,0.0,954.63,141.39,0.0,24.31,24.2,4.04
Melfi,40.983888,15.639722,03/08/2021 09:00,-9999.0,269.0,2.22,2.85,1.69,106.25,,0.0,954.3,244.42,-9999.0,25.51,23.81,4.09
Melfi,40.983888,15.639722,03/08/2021 10:00,0.3,269.0,3.72,3.44,1.5,106.91,,0.0,954.1,245.03,1.08,25.84,32.08,4.99
Melfi,40.983888,15.639722,03/08/2021 11:00,0.28,259.0,4.72,4.0,1.53,97.42,,0.0,952.21,428.28,0.55,28.96,28.64,5.78
Melfi,40.983888,15.639722,03/08/2021 12:00,0.27,272.0,3.99,3.63,1.55,100.14,,0.0,952.21,716.45,0.9,32.89,22.21,5.47
Melfi,40.983888,15.639722,03/08/2021 13:00,0.27,279.0,3.76,3.59,1.63,103.3,,0.0,952.12,852.07,0.78,33.21,23.07,5.7
Melfi,40.983888,15.639722,03/08/2021 14:00,0.3,284.0,4.39,3.9,1.61,108.52,,0.0,952.12,830.72,2.14,33.12,22.81,6.85
Melfi,40.983888,15.639722,03/08/2021 15:00,0.35,284.0,6.84,5.35,1.77,108.23,,0.0,952.49,590.36,1.9,31.5,27.56,5.58
Melfi,40.983888,15.639722,03/08/2021 16:00,0.3,278.0,2.68,2.93,1.53,101.6,,0.0,951.95,343.29,1.45,30.28,29.64,4.47
Melfi,40.983888,15.639722,03/08/2021 17:00,0.28,274.0,3.73,3.82,1.87,100.92,,0.0,951.77,261.86,1.44,29.93,32.72,3.9
Melfi,40.983888,15.639722,03/08/2021 18:00,0.29,275.0,4.87,4.45,1.91,100.0,,0.0,951.61,149.66,2.06,28.49,38.55,2.54
Melfi,40.983888,15.639722,03/08/2021 19:00,0.31,269.0,7.6,6.0,2.03,97.96,,0.0,951.74,49.32,2.22,26.91,43.06,3.3
Melfi,40.983888,15.639722,03/08/2021 20:00,0.3,278.0,4.45,3.89,1.56,95.02,,0.0,952.28,0.89,1.55,24.98,48.27,2.8
Melfi,40.983888,15.639722,03/08/2021 21:00,0.29,281.0,3.99,3.85,1.76,94.67,,0.0,952.85,0.02,2.53,23.98,49.87,3.17
Melfi,40.983888,15.639722,03/08/2021 22:00,0.29,278.0,4.53,4.12,1.75,90.85,,0.0,952.97,0.03,1.4,23.38,52.02,3.35
Melfi,40.983888,15.639722,03/08/2021 23:00,0.27,273.0,3.68,3.66,1.73,94.87,,0.0,952.99,0.03,1.52,23.66,48.84,4.63
Melfi,40.983888,15.639722,04/08/2021 00:00,0.27,270.0,3.51,3.46,1.63,95.2,,0.0,953.1,0.02,0.99,23.78,46.55,4.47
Melfi,40.983888,15.639722,04/08/2021 01:00,0.27,271.0,2.89,3.01,1.5,99.41,,0.0,952.9,0.03,1.22,23.99,44.09,4.32
Melfi,40.983888,15.639722,04/08/2021 02:00,0.27,273.0,2.52,2.99,1.68,98.44,,0.0,952.65,0.03,1.45,24.02,42.07,3.17
Melfi,40.983888,15.639722,04/08/2021 03:00,0.28,284.0,2.15,2.93,1.8,97.2,,0.0,952.23,0.02,0.82,23.58,42.59,2.55
Melfi,40.983888,15.639722,04/08/2021 04:00,0.27,285.0,1.88,2.57,1.59,95.63,,0.0,952.09,0.03,1.01,23.16,43.6,1.51
Melfi,40.983888,15.639722,04/08/2021 05:00,0.27,289.0,4.35,4.14,1.87,82.9,,0.0,952.19,0.1,1.21,21.59,49.53,1.01
Melfi,40.983888,15.639722,04/08/2021 06:00,0.28,311.0,6.55,5.33,1.9,77.85,,0.0,952.41,38.89,1.45,21.24,51.96,0.52
Melfi,40.983888,15.639722,04/08/2021 07:00,0.28,271.0,7.85,6.23,2.12,67.17,,0.0,952.59,179.76,2.12,24.69,47.89,0.43
Melfi,40.983888,15.639722,04/08/2021 08:00,0.3,359.0,22.8,14.98,3.05,67.25,,0.0,952.5,371.86,2.65,27.31,41.46,0.48
Melfi,40.983888,15.639722,04/08/2021 09:00,0.28,57.0,16.82,11.38,2.58,88.69,,0.0,952.4,552.81,2.16,29.83,31.8,1.08
Melfi,40.983888,15.639722,04/08/2021 10:00,0.27,53.0,11.73,8.13,2.0,106.31,,0.0,952.34,702.89,1.6,31.61,28.98,1.37
Melfi,40.983888,15.639722,04/08/2021 11:00,0.27,278.0,5.02,4.29,1.67,95.69,,0.0,952.22,805.91,2.32,33.32,24.34,2.88
Melfi,40.983888,15.639722,04/08/2021 12:00,0.27,278.0,3.21,3.42,1.74,91.07,,0.0,951.69,554.99,3.13,33.58,22.71,2.97
Melfi,40.983888,15.639722,04/08/2021 13:00,0.28,257.0,2.37,2.78,1.54,92.27,,0.0,951.21,868.68,3.69,35.06,20.48,3.39
