Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.983888,15.639722,21/07/2021 02:00,0.45,247.0,5.02,4.38,1.76,85.15,,0.0,953.08,0.03,0.0,19.13,51.65,1.86
Melfi,40.983888,15.639722,21/07/2021 03:00,0.45,240.0,4.98,4.68,2.08,91.08,,0.0,952.86,0.03,0.0,20.0,49.59,1.84
Melfi,40.983888,15.639722,21/07/2021 04:00,0.45,233.0,4.89,4.37,1.82,89.58,,0.0,952.81,0.02,0.0,18.81,55.69,1.87
Melfi,40.983888,15.639722,21/07/2021 05:00,0.45,262.0,6.21,5.85,2.6,88.74,,0.0,953.2,1.5,0.01,19.81,51.69,2.21
Melfi,40.983888,15.639722,21/07/2021 06:00,0.45,270.0,8.41,8.08,3.68,84.24,,0.0,953.55,75.76,0.05,20.94,50.9,2.23
Melfi,40.983888,15.639722,21/07/2021 07:00,0.45,280.0,5.95,5.51,2.4,89.21,,0.0,953.81,252.38,0.0,23.45,45.33,2.07
Melfi,40.983888,15.639722,21/07/2021 08:00,0.45,296.0,5.7,5.21,2.23,92.86,,0.0,954.33,449.31,0.0,25.17,41.15,1.83
Melfi,40.983888,15.639722,21/07/2021 09:00,0.45,348.0,5.24,4.87,2.13,95.34,,0.0,954.58,627.93,0.02,26.22,40.44,2.009
Melfi,40.983888,15.639722,21/07/2021 10:00,0.45,349.0,5.33,4.85,2.07,97.14,,0.0,954.79,776.23,0.0,27.14,38.16,2.27
Melfi,40.983888,15.639722,21/07/2021 11:00,0.45,353.0,4.57,4.25,1.86,102.91,,0.0,954.96,938.72,0.0,27.68,35.08,3.07
Melfi,40.983888,15.639722,21/07/2021 12:00,0.45,357.0,4.23,4.22,2.01,105.62,,0.0,954.9,949.88,0.0,28.39,31.64,3.18
Melfi,40.983888,15.639722,21/07/2021 13:00,0.45,356.0,5.23,4.76,2.02,117.99,,0.0,954.6,957.38,0.02,28.96,31.14,3.1
Melfi,40.983888,15.639722,21/07/2021 14:00,0.45,357.0,5.34,4.88,2.09,119.86,,0.0,954.28,956.62,0.05,29.56,29.31,3.02
Melfi,40.983888,15.639722,21/07/2021 15:00,0.45,351.0,6.14,5.77,2.56,121.37,,0.0,954.13,785.21,0.0,30.13,27.85,2.96
Melfi,40.983888,15.639722,21/07/2021 16:00,0.45,350.0,5.03,4.63,2.0,119.95,,0.0,953.92,642.58,0.0,29.98,25.64,3.02
Melfi,40.983888,15.639722,21/07/2021 17:00,0.46,2.0,5.33,4.82,2.03,129.83,,0.0,953.74,466.8,0.24,29.33,31.54,2.91
Melfi,40.983888,15.639722,21/07/2021 18:00,0.47,82.0,9.34,7.64,2.76,110.08,,0.0,953.74,235.89,0.64,28.07,42.24,1.78
Melfi,40.983888,15.639722,21/07/2021 19:00,0.45,224.0,12.33,8.89,2.45,94.63,,0.0,954.04,43.18,0.44,26.15,48.25,1.18
Melfi,40.983888,15.639722,21/07/2021 20:00,0.47,221.0,11.56,8.6,2.55,77.5,,0.0,954.5,2.53,0.06,22.27,60.51,1.87
Melfi,40.983888,15.639722,21/07/2021 21:00,0.46,226.0,9.25,7.07,2.23,84.34,,0.0,954.95,0.04,0.0,20.84,59.84,1.95
Melfi,40.983888,15.639722,21/07/2021 22:00,0.45,253.0,9.67,6.97,1.92,83.71,,0.0,955.02,0.04,0.0,20.73,55.7,1.83
Melfi,40.983888,15.639722,21/07/2021 23:00,0.45,234.0,9.28,7.13,2.27,83.7,,0.0,955.0,0.03,0.0,20.71,54.04,1.56
Melfi,40.983888,15.639722,22/07/2021 00:00,0.45,234.0,7.84,5.96,1.86,85.47,,0.0,954.84,0.03,0.0,20.17,56.72,1.66
Melfi,40.983888,15.639722,22/07/2021 01:00,0.46,231.0,6.86,5.52,1.94,90.63,,0.0,954.64,0.03,0.0,20.19,56.06,1.79
Melfi,40.983888,15.639722,22/07/2021 02:00,0.47,248.0,6.89,5.59,1.98,90.35,,0.0,954.33,0.03,0.0,20.03,56.95,1.74
Melfi,40.983888,15.639722,22/07/2021 03:00,0.46,269.0,7.33,6.15,2.32,88.89,,0.0,954.06,0.03,0.0,20.6,51.89,2.07
Melfi,40.983888,15.639722,22/07/2021 04:00,0.45,261.0,6.86,5.76,2.18,89.69,,0.0,954.04,0.03,0.07,20.31,48.89,1.86
Melfi,40.983888,15.639722,22/07/2021 05:00,0.45,249.0,7.14,6.18,2.45,87.75,,0.0,954.12,1.97,0.0,19.12,52.42,1.93
Melfi,40.983888,15.639722,22/07/2021 06:00,0.46,273.0,8.17,7.67,3.4,91.48,,0.0,954.35,88.44,0.0,21.3,50.75,1.97
Melfi,40.983888,15.639722,22/07/2021 07:00,0.57,284.0,14.26,10.27,2.82,89.81,,0.0,954.63,223.72,0.12,23.57,47.6,1.88
Melfi,40.983888,15.639722,22/07/2021 08:00,0.49,348.0,8.4,6.76,2.36,90.37,,0.0,954.96,391.28,0.21,24.17,46.44,2.02
Melfi,40.983888,15.639722,22/07/2021 09:00,0.49,348.0,7.75,6.21,2.16,96.39,,0.0,955.01,603.38,0.07,25.22,43.03,2.38
Melfi,40.983888,15.639722,22/07/2021 10:00,0.49,350.0,12.32,11.21,4.77,94.66,,0.0,955.0,761.49,0.0,26.21,39.18,2.74
Melfi,40.983888,15.639722,22/07/2021 11:00,0.46,352.0,7.52,6.41,2.48,111.1,,0.0,955.02,934.48,0.0,26.96,36.63,3.52
Melfi,40.983888,15.639722,22/07/2021 12:00,0.47,350.0,5.64,4.96,2.01,120.99,,0.0,954.92,955.61,0.0,27.39,39.26,3.99
Melfi,40.983888,15.639722,22/07/2021 13:00,0.47,353.0,5.69,4.84,1.87,121.2,,0.0,954.64,956.8,0.0,27.94,37.92,4.22
Melfi,40.983888,15.639722,22/07/2021 14:00,0.47,352.0,4.66,4.44,2.01,113.67,,0.0,954.34,976.29,0.0,28.06,31.59,5.05
Melfi,40.983888,15.639722,22/07/2021 15:00,0.45,350.0,3.87,3.88,1.85,122.04,,0.0,953.97,809.79,0.0,28.25,26.13,4.77
Melfi,40.983888,15.639722,22/07/2021 16:00,0.45,349.0,4.51,4.22,1.86,127.58,,0.0,953.7,659.01,0.01,28.1,27.83,4.67
Melfi,40.983888,15.639722,22/07/2021 17:00,0.46,349.0,3.85,3.8,1.78,123.43,,0.0,953.54,486.64,0.01,27.35,28.7,4.78
Melfi,40.983888,15.639722,22/07/2021 18:00,0.46,351.0,4.1,3.86,1.72,125.12,,0.0,953.32,255.68,0.19,26.58,26.82,3.77
Melfi,40.983888,15.639722,22/07/2021 19:00,0.47,336.0,6.98,6.26,2.6,118.67,,0.0,953.44,41.95,0.88,25.04,35.91,2.78
Melfi,40.983888,15.639722,22/07/2021 20:00,0.47,269.0,18.27,16.59,7.04,100.58,,0.0,953.38,1.99,1.97,22.61,43.7,2.33
Melfi,40.983888,15.639722,22/07/2021 21:00,0.48,260.0,14.41,12.49,4.95,102.32,,0.0,953.51,0.03,0.12,21.56,47.92,2.37
Melfi,40.983888,15.639722,22/07/2021 22:00,0.47,254.0,9.01,6.92,2.21,103.33,,0.0,953.61,0.03,0.95,20.93,48.76,1.86
Melfi,40.983888,15.639722,22/07/2021 23:00,0.45,241.0,6.72,5.29,1.77,102.9,,0.0,953.53,0.02,1.06,19.86,50.94,1.77
Melfi,40.983888,15.639722,23/07/2021 00:00,0.45,243.0,5.49,4.59,1.72,105.26,,0.0,953.43,0.02,0.37,19.86,48.16,1.57
Melfi,40.983888,15.639722,23/07/2021 01:00,0.45,221.0,4.69,4.25,1.79,102.65,,0.0,953.38,0.02,0.29,19.46,43.53,2.09
Melfi,40.983888,15.639722,23/07/2021 02:00,0.45,215.0,2.43,2.84,1.57,106.69,,0.0,953.11,0.02,0.11,19.48,33.49,2.58
Melfi,40.983888,15.639722,23/07/2021 03:00,0.45,214.0,2.66,3.03,1.64,115.75,,0.0,952.71,0.03,0.03,19.5,32.67,2.35
Melfi,40.983888,15.639722,23/07/2021 04:00,0.45,214.0,4.02,3.66,1.56,104.51,,0.0,952.41,0.02,0.15,18.45,41.99,1.36
Melfi,40.983888,15.639722,23/07/2021 05:00,0.45,220.0,4.48,4.13,1.79,101.26,,0.0,952.22,1.64,0.59,18.35,44.23,1.68
Melfi,40.983888,15.639722,23/07/2021 06:00,0.45,219.0,3.68,3.62,1.7,102.27,,0.0,952.28,69.01,1.9,19.6,46.9,1.82
Melfi,40.983888,15.639722,23/07/2021 07:00,0.49,222.0,10.0,7.55,2.32,85.23,,0.0,952.34,236.37,2.11,22.82,48.5,1.3
Melfi,40.983888,15.639722,23/07/2021 08:00,0.48,1.0,9.63,7.46,2.42,89.85,,0.0,952.56,427.79,1.65,25.95,35.65,1.0
Melfi,40.983888,15.639722,23/07/2021 09:00,0.46,349.0,4.2,3.97,1.77,117.71,,0.0,952.57,606.79,1.87,27.93,27.18,1.29
Melfi,40.983888,15.639722,23/07/2021 10:00,0.46,284.0,5.15,4.83,2.14,117.21,,0.0,952.54,756.84,-9999.0,29.36,24.02,1.29
Melfi,40.983888,15.639722,23/07/2021 11:00,0.49,205.0,5.32,4.38,1.6,-9999.0,,0.0,952.27,919.43,-9999.0,30.32,24.74,1.39
Melfi,40.983888,15.639722,23/07/2021 12:00,-9999.0,86.0,-9999.0,-9999.0,-9999.0,133.92,,0.0,952.09,936.91,1.47,30.61,24.93,2.26
Melfi,40.983888,15.639722,23/07/2021 13:00,0.31,82.0,6.51,5.01,1.61,141.74,,0.0,951.78,906.72,2.35,31.2,24.8,1.92
Melfi,40.983888,15.639722,23/07/2021 14:00,0.3,96.0,7.14,5.94,2.2,146.5,,0.0,951.39,936.86,4.35,31.67,24.66,2.5
Melfi,40.983888,15.639722,23/07/2021 15:00,0.3,356.0,7.77,6.55,2.49,150.76,,0.0,951.08,760.96,3.79,31.96,25.59,2.17
Melfi,40.983888,15.639722,23/07/2021 16:00,0.3,70.0,8.94,6.81,2.13,153.46,,0.0,950.8,375.54,3.97,30.78,29.03,2.44
Melfi,40.983888,15.639722,23/07/2021 17:00,0.3,26.0,11.41,8.28,2.31,140.62,,0.0,951.31,89.8,2.94,28.06,36.82,1.76
Melfi,40.983888,15.639722,23/07/2021 18:00,0.29,266.0,12.05,9.15,2.85,129.87,,0.0,951.55,187.99,2.96,27.19,44.92,2.12
Melfi,40.983888,15.639722,23/07/2021 19:00,0.3,271.0,11.13,8.25,2.43,125.61,,0.0,951.43,43.88,4.17,25.78,48.1,2.11
Melfi,40.983888,15.639722,23/07/2021 20:00,0.3,216.0,14.36,9.67,2.16,108.86,,0.0,951.53,2.77,6.56,23.31,54.86,1.3
Melfi,40.983888,15.639722,23/07/2021 21:00,0.3,215.0,14.89,11.59,3.81,98.06,,0.0,952.03,0.03,4.1,21.42,62.34,1.35
Melfi,40.983888,15.639722,23/07/2021 22:00,0.3,213.0,13.83,9.11,1.87,-9999.0,,0.0,952.26,0.03,5.49,21.34,67.99,1.32
Melfi,40.983888,15.639722,23/07/2021 23:00,0.3,215.0,10.6,7.53,1.98,105.32,,0.0,952.3,0.02,4.83,21.33,67.25,1.86
Melfi,40.983888,15.639722,24/07/2021 00:00,0.3,222.0,10.95,7.78,2.05,113.39,,0.0,952.18,0.02,2.5,21.45,68.73,1.9
Melfi,40.983888,15.639722,24/07/2021 01:00,0.3,246.0,11.2,8.34,2.48,108.4,,0.0,951.9,0.02,1.48,21.24,70.14,1.65
Melfi,40.983888,15.639722,24/07/2021 02:00,0.3,232.0,9.99,7.76,2.54,97.59,,0.0,951.66,0.02,1.19,20.92,69.74,1.07
Melfi,40.983888,15.639722,24/07/2021 03:00,0.29,268.0,8.33,6.89,2.53,111.38,,0.0,951.37,0.02,0.96,22.24,62.57,3.19
Melfi,40.983888,15.639722,24/07/2021 04:00,0.29,272.0,7.05,5.85,2.16,121.15,,0.0,951.17,0.02,1.51,22.97,60.23,3.9
Melfi,40.983888,15.639722,24/07/2021 05:00,0.3,272.0,6.67,5.64,2.15,119.63,,0.0,951.26,1.12,2.17,22.78,60.09,3.66
Melfi,40.983888,15.639722,24/07/2021 06:00,0.3,274.0,7.25,6.03,2.24,114.5,,0.0,951.47,60.26,4.25,22.9,60.39,3.23
Melfi,40.983888,15.639722,24/07/2021 07:00,0.3,270.0,7.43,6.16,2.27,108.52,,0.0,951.78,215.76,3.38,24.29,57.96,2.36
Melfi,40.983888,15.639722,24/07/2021 08:00,0.3,273.0,7.72,6.38,2.35,108.1,,0.0,952.07,410.81,3.18,25.64,53.33,2.55
Melfi,40.983888,15.639722,24/07/2021 09:00,0.29,278.0,7.6,6.18,2.2,111.08,,0.0,952.0,597.07,1.1,27.03,50.91,2.48
Melfi,40.983888,15.639722,24/07/2021 10:00,0.3,285.0,9.28,7.13,2.28,122.31,,0.0,951.91,746.56,1.94,28.79,47.52,1.72
Melfi,40.983888,15.639722,24/07/2021 11:00,0.3,264.0,8.13,6.53,2.28,125.18,,0.0,951.94,920.49,2.28,30.23,41.51,1.5
Melfi,40.983888,15.639722,24/07/2021 12:00,0.3,233.0,6.61,5.68,2.22,128.28,,0.0,951.7,763.55,2.82,30.95,38.34,1.45
Melfi,40.983888,15.639722,24/07/2021 13:00,0.3,9.0,6.17,5.18,1.95,128.34,,0.0,951.49,562.29,1.73,30.5,38.32,1.47
Melfi,40.983888,15.639722,24/07/2021 14:00,0.3,350.0,6.12,5.29,2.09,132.78,,0.0,951.09,694.96,2.26,31.9,32.07,2.05
Melfi,40.983888,15.639722,24/07/2021 15:00,0.3,353.0,8.33,6.98,2.62,136.96,,0.0,951.07,549.07,3.56,32.21,30.35,1.15
Melfi,40.983888,15.639722,24/07/2021 16:00,0.3,354.0,6.85,5.81,2.23,146.99,,0.0,951.15,383.55,7.77,31.89,30.71,1.78
Melfi,40.983888,15.639722,24/07/2021 17:00,0.3,349.0,6.52,5.47,2.06,148.56,,0.0,951.13,400.07,6.57,32.17,32.7,1.77
Melfi,40.983888,15.639722,24/07/2021 18:00,0.31,140.0,11.2,9.25,3.4,133.14,,0.0,951.19,183.99,3.34,31.23,39.61,0.96
Melfi,40.983888,15.639722,24/07/2021 19:00,0.3,176.0,11.99,8.27,2.0,114.07,,0.0,951.31,48.64,3.26,28.74,47.56,1.11
Melfi,40.983888,15.639722,24/07/2021 20:00,0.31,207.0,11.64,7.98,1.89,124.6,,0.0,951.13,2.08,4.73,26.76,56.85,1.16
Melfi,40.983888,15.639722,24/07/2021 21:00,0.32,217.0,11.21,7.67,1.81,121.38,,0.0,951.11,0.02,3.96,24.57,65.22,2.0
Melfi,40.983888,15.639722,24/07/2021 22:00,0.31,250.0,13.14,8.96,2.09,120.61,,0.0,951.58,0.02,2.82,23.75,69.35,1.45
Melfi,40.983888,15.639722,24/07/2021 23:00,0.3,208.0,11.88,8.31,2.1,114.07,,0.0,951.95,0.02,2.85,24.08,70.43,1.15
Melfi,40.983888,15.639722,25/07/2021 00:00,0.29,207.0,11.1,7.94,2.14,115.32,,0.0,951.52,0.02,2.41,23.22,72.2,1.43
Melfi,40.983888,15.639722,25/07/2021 01:00,0.3,233.0,14.67,10.48,2.8,98.45,,0.0,951.11,0.02,2.17,22.3,73.23,1.38
Melfi,40.983888,15.639722,25/07/2021 02:00,0.29,238.0,10.5,8.02,2.53,104.89,,0.0,951.03,0.02,1.09,22.36,74.71,1.9
Melfi,40.983888,15.639722,25/07/2021 03:00,0.29,242.0,8.82,6.75,2.13,104.75,,0.0,950.96,0.02,2.11,21.91,71.26,1.43
Melfi,40.983888,15.639722,25/07/2021 04:00,0.3,215.0,8.15,6.43,2.17,107.36,,0.0,951.14,0.02,3.48,22.22,68.86,1.91
Melfi,40.983888,15.639722,25/07/2021 05:00,0.28,232.0,7.43,5.94,2.06,107.98,,0.0,951.0,1.09,1.78,21.62,64.48,1.74
Melfi,40.983888,15.639722,25/07/2021 06:00,0.29,243.0,10.75,8.35,2.73,99.27,,0.0,951.15,56.23,4.07,22.47,64.989,1.58
Melfi,40.983888,15.639722,25/07/2021 07:00,0.29,159.0,13.3,9.68,2.72,86.02,,0.0,951.42,201.27,3.24,25.36,54.96,0.63
Melfi,40.983888,15.639722,25/07/2021 08:00,0.28,260.0,7.22,6.04,2.26,119.8,,0.0,951.31,374.93,4.79,28.11,44.85,2.21
Melfi,40.983888,15.639722,25/07/2021 09:00,0.29,264.0,9.25,7.09,2.25,119.06,,0.0,951.07,590.83,6.88,30.45,43.13,1.97
Melfi,40.983888,15.639722,25/07/2021 10:00,0.29,292.0,9.03,7.32,2.6,107.6,,0.0,951.61,540.72,6.46,31.0,42.92,2.45
Melfi,40.983888,15.639722,25/07/2021 11:00,0.29,259.0,7.0,5.99,2.33,109.21,,0.0,951.56,853.17,4.4,32.1,36.1,4.01
Melfi,40.983888,15.639722,25/07/2021 12:00,0.28,269.0,5.18,4.93,2.23,123.66,,0.0,951.22,924.91,3.06,33.69,29.23,3.53
Melfi,40.983888,15.639722,25/07/2021 13:00,0.28,233.0,4.97,4.89,2.29,122.37,,0.0,950.95,893.13,2.9,35.12,25.4,2.029
Melfi,40.983888,15.639722,25/07/2021 14:00,0.28,198.0,5.75,5.54,2.54,119.2,,0.0,950.86,602.08,6.05,34.32,27.24,2.02
Melfi,40.983888,15.639722,25/07/2021 15:00,0.28,279.0,5.66,5.26,2.3,120.69,,0.0,950.83,770.95,3.74,34.72,25.33,4.04
Melfi,40.983888,15.639722,25/07/2021 16:00,0.28,273.0,4.76,4.65,2.16,129.46,,0.0,951.04,485.43,5.88,33.5,25.57,5.22
Melfi,40.983888,15.639722,25/07/2021 17:00,0.28,269.0,5.32,5.28,2.5,126.54,,0.0,951.15,165.79,3.27,31.0,33.32,4.21
Melfi,40.983888,15.639722,25/07/2021 18:00,0.28,265.0,9.5,7.3,2.33,122.32,,0.0,951.06,84.9,5.27,29.63,36.98,3.43
Melfi,40.983888,15.639722,25/07/2021 19:00,0.28,275.0,8.37,6.44,2.05,120.59,,0.0,951.12,24.43,4.08,29.06,33.37,2.0
Melfi,40.983888,15.639722,25/07/2021 20:00,0.28,216.0,12.22,8.39,1.99,103.57,,0.0,950.95,1.47,3.96,26.73,38.94,1.31
Melfi,40.983888,15.639722,25/07/2021 21:00,0.27,211.0,10.9,7.49,1.79,94.4,,0.0,950.87,0.02,2.29,25.36,37.35,1.45
Melfi,40.983888,15.639722,25/07/2021 22:00,0.27,272.0,6.4,5.6,2.25,120.68,,0.0,951.41,0.02,2.27,27.16,30.19,4.01
Melfi,40.983888,15.639722,25/07/2021 23:00,0.27,304.0,6.86,5.51,1.92,114.82,,0.0,951.4,0.02,3.21,26.81,31.65,0.94
Melfi,40.983888,15.639722,26/07/2021 00:00,0.27,172.0,9.01,6.77,2.05,106.63,,0.0,951.21,0.02,3.58,25.98,33.06,1.39
Melfi,40.983888,15.639722,26/07/2021 01:00,0.27,225.0,7.66,5.74,1.73,105.6,,0.0,951.0,0.02,3.4,25.39,33.38,1.29
Melfi,40.983888,15.639722,26/07/2021 02:00,0.27,266.0,4.99,4.63,2.02,122.02,,0.0,950.92,0.02,1.16,27.63,28.01,4.0
Melfi,40.983888,15.639722,26/07/2021 03:00,0.27,267.0,3.87,3.77,1.74,126.95,,0.0,950.82,0.02,1.35,28.75,22.94,3.77
Melfi,40.983888,15.639722,26/07/2021 04:00,0.27,272.0,3.63,3.61,1.71,130.54,,0.0,950.47,0.02,1.29,28.38,23.72,4.38
Melfi,40.983888,15.639722,26/07/2021 05:00,0.28,264.0,3.79,3.92,1.93,131.95,,0.0,951.34,0.9,3.06,27.46,27.76,3.66
Melfi,40.983888,15.639722,26/07/2021 06:00,0.28,247.0,3.97,3.97,1.89,136.49,,0.0,951.77,44.27,6.79,27.32,28.71,2.92
Melfi,40.983888,15.639722,26/07/2021 07:00,0.28,261.0,4.53,4.39,2.02,133.06,,0.0,952.32,123.2,6.74,27.4,29.87,3.26
Melfi,40.983888,15.639722,26/07/2021 08:00,0.27,272.0,7.66,6.31,2.3,123.59,,0.0,952.86,294.27,4.68,28.55,31.1,3.08
Melfi,40.983888,15.639722,26/07/2021 09:00,0.28,250.0,6.68,5.86,2.37,123.25,,0.0,953.34,130.62,4.36,27.86,31.91,1.24
Melfi,40.983888,15.639722,26/07/2021 10:00,0.28,279.0,7.42,6.12,2.24,114.02,,0.0,953.47,223.57,4.87,28.08,33.45,0.97
Melfi,40.983888,15.639722,26/07/2021 11:00,0.29,57.0,17.29,11.8,2.75,104.22,,0.0,953.05,363.44,7.91,30.13,30.84,0.95
Melfi,40.983888,15.639722,26/07/2021 12:00,0.28,285.0,6.24,5.38,2.11,120.37,,0.0,953.28,630.8,8.08,33.49,22.92,2.47
Melfi,40.983888,15.639722,26/07/2021 13:00,0.27,282.0,5.87,5.35,2.28,120.24,,0.0,953.62,664.21,5.78,33.73,24.4,2.51
Melfi,40.983888,15.639722,26/07/2021 14:00,0.28,273.0,6.65,5.88,2.41,118.65,,0.0,953.56,898.39,4.73,35.65,20.62,2.33
Melfi,40.983888,15.639722,26/07/2021 15:00,0.27,190.0,5.16,5.2,2.51,125.94,,0.0,953.49,750.47,5.26,35.74,20.88,1.71
Melfi,40.983888,15.639722,26/07/2021 16:00,0.28,200.0,6.05,5.9,2.74,117.52,,0.0,953.21,604.05,5.91,35.47,22.57,1.54
Melfi,40.983888,15.639722,26/07/2021 17:00,0.28,221.0,7.67,6.37,2.36,123.21,,0.0,953.05,438.05,6.77,35.07,23.36,1.9
Melfi,40.983888,15.639722,26/07/2021 18:00,0.3,215.0,6.2,5.38,2.14,111.38,,0.0,953.09,210.45,5.38,32.58,31.45,1.56
Melfi,40.983888,15.639722,26/07/2021 19:00,0.29,238.0,7.81,6.0,1.92,113.02,,0.0,953.33,56.43,4.81,29.71,31.95,1.96
Melfi,40.983888,15.639722,26/07/2021 20:00,0.28,207.0,8.59,6.03,1.54,120.23,,0.0,953.65,1.44,5.36,27.69,32.159,1.37
Melfi,40.983888,15.639722,26/07/2021 21:00,0.3,209.0,9.25,6.64,1.8,124.97,,0.0,954.12,0.03,4.75,25.83,37.86,1.48
Melfi,40.983888,15.639722,26/07/2021 22:00,0.3,222.0,8.32,6.13,1.78,-9999.0,,0.0,954.31,0.03,6.26,25.56,37.68,2.72
Melfi,40.983888,15.639722,26/07/2021 23:00,0.29,221.0,7.2,5.29,1.52,126.77,,0.0,954.44,0.02,4.02,25.0,39.28,2.57
Melfi,40.983888,15.639722,27/07/2021 00:00,0.29,218.0,6.43,5.04,1.68,128.78,,0.0,954.61,0.02,3.76,24.96,38.86,2.86
Melfi,40.983888,15.639722,27/07/2021 01:00,0.28,221.0,6.8,5.65,2.09,113.13,,0.0,954.26,0.02,1.57,24.22,39.45,2.04
Melfi,40.983888,15.639722,27/07/2021 02:00,0.27,221.0,4.92,4.18,1.61,115.04,,0.0,953.96,0.02,1.11,24.2,37.24,2.39
Melfi,40.983888,15.639722,27/07/2021 03:00,0.27,224.0,4.81,4.33,1.82,116.94,,0.0,953.99,0.02,2.11,24.08,37.89,2.15
Melfi,40.983888,15.639722,27/07/2021 04:00,0.28,219.0,5.49,4.65,1.78,112.21,,0.0,953.92,0.02,2.99,23.25,39.77,1.13
Melfi,40.983888,15.639722,27/07/2021 05:00,0.27,237.0,5.97,5.15,2.02,115.68,,0.0,954.02,0.53,2.23,23.83,39.1,1.48
Melfi,40.983888,15.639722,27/07/2021 06:00,0.29,237.0,7.24,5.61,1.83,106.01,,0.0,954.24,54.23,2.59,23.41,40.27,1.09
Melfi,40.983888,15.639722,27/07/2021 07:00,0.29,266.0,7.86,6.07,1.96,101.66,,0.0,954.56,207.28,3.95,26.03,39.64,1.75
Melfi,40.983888,15.639722,27/07/2021 08:00,0.28,289.0,5.83,4.89,1.84,119.92,,0.0,955.08,397.51,3.27,30.15,27.53,1.63
Melfi,40.983888,15.639722,27/07/2021 09:00,0.3,287.0,5.47,4.78,1.91,125.67,,0.0,955.32,550.4,5.06,31.98,24.83,1.57
Melfi,40.983888,15.639722,27/07/2021 10:00,0.34,284.0,4.87,4.31,1.77,108.48,,0.0,955.72,728.68,3.79,32.7,24.92,2.32
Melfi,40.983888,15.639722,27/07/2021 11:00,0.28,278.0,3.5,3.49,1.65,123.25,,0.0,955.72,890.56,3.63,33.66,23.09,2.28
Melfi,40.983888,15.639722,27/07/2021 12:00,0.28,274.0,3.23,3.61,1.92,123.58,,0.0,955.45,936.3,2.92,35.14,19.02,2.86
Melfi,40.983888,15.639722,27/07/2021 13:00,0.27,273.0,2.79,3.41,1.95,117.97,,0.0,955.17,921.5,5.89,36.26,17.69,2.6
Melfi,40.983888,15.639722,27/07/2021 14:00,0.28,268.0,3.4,3.77,1.99,109.58,,0.0,954.94,886.98,4.74,36.91,17.76,2.09
Melfi,40.983888,15.639722,27/07/2021 15:00,0.28,266.0,5.04,4.93,2.29,101.1,,0.0,954.77,695.91,1.79,36.91,17.77,2.39
Melfi,40.983888,15.639722,27/07/2021 16:00,0.28,268.0,5.2,4.99,2.27,115.02,,0.0,954.55,553.38,2.85,36.5,19.5,1.96
Melfi,40.983888,15.639722,27/07/2021 17:00,0.29,270.0,6.84,5.74,2.16,124.08,,0.0,954.27,401.18,3.19,36.5,20.68,1.33
Melfi,40.983888,15.639722,27/07/2021 18:00,0.3,246.0,8.81,6.93,2.33,119.46,,0.0,954.19,194.9,4.92,34.02,28.94,1.52
Melfi,40.983888,15.639722,27/07/2021 19:00,0.3,251.0,9.38,7.73,2.82,110.98,,0.0,954.36,49.4,4.94,30.73,32.7,2.04
Melfi,40.983888,15.639722,27/07/2021 20:00,0.3,230.0,7.57,5.74,1.78,130.54,,0.0,954.69,1.15,5.59,28.18,36.92,1.79
Melfi,40.983888,15.639722,27/07/2021 21:00,0.3,215.0,7.35,5.85,2.0,133.58,,0.0,955.02,0.03,7.14,27.59,37.14,2.0
Melfi,40.983888,15.639722,27/07/2021 22:00,0.3,252.0,6.26,5.02,1.75,135.91,,0.0,954.88,0.02,2.24,28.09,35.03,2.1
Melfi,40.983888,15.639722,27/07/2021 23:00,0.29,174.0,5.86,4.69,1.63,111.79,,0.0,954.88,0.02,2.34,27.39,34.19,1.36
Melfi,40.983888,15.639722,28/07/2021 00:00,0.28,222.0,4.24,4.0,1.78,94.68,,0.0,954.66,0.02,1.03,25.56,36.22,1.81
Melfi,40.983888,15.639722,28/07/2021 01:00,0.27,239.0,4.48,4.08,1.74,103.18,,0.0,954.24,0.02,0.77,25.82,36.58,2.04
Melfi,40.983888,15.639722,28/07/2021 02:00,0.27,267.0,3.57,3.62,1.75,114.05,,0.0,953.86,0.02,0.8,27.32,32.299,3.26
Melfi,40.983888,15.639722,28/07/2021 03:00,0.27,203.0,3.07,3.24,1.63,108.26,,0.0,953.65,0.02,2.54,26.89,30.87,0.93
Melfi,40.983888,15.639722,28/07/2021 04:00,0.27,235.0,2.4,2.9,1.65,107.68,,0.0,953.47,0.02,3.1,25.57,33.5,1.93
Melfi,40.983888,15.639722,28/07/2021 05:00,0.27,239.0,2.12,2.64,1.54,109.78,,0.0,953.5,0.35,1.88,25.28,35.38,2.02
Melfi,40.983888,15.639722,28/07/2021 06:00,0.27,239.0,3.12,3.45,1.81,109.85,,0.0,953.55,43.72,2.33,25.89,34.07,1.88
Melfi,40.983888,15.639722,28/07/2021 07:00,0.28,271.0,4.23,4.01,1.8,110.32,,0.0,953.68,185.83,0.5,28.12,32.03,2.05
