Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Pisticci,40.420277,16.548333,11/02/2021 12:00,1.11,0.76,314.86,0.06,0.19,1.66,0.1,4.5,3.26,0.95,0.01,82.35,0.14,,0.0,1001.58,629.24,-9999.0,19.99,0.43,56.43,1.48
Pisticci,40.420277,16.548333,11/02/2021 13:00,1.12,0.61,336.11,0.06,0.11,1.66,0.09,5.0,3.69,1.06,0.01,86.54,0.02,,0.0,1001.69,233.19,4.87,20.47,0.35,50.11,1.33
Pisticci,40.420277,16.548333,11/02/2021 14:00,0.98,0.64,337.57,0.03,0.09,1.67,0.1,4.64,3.41,0.98,0.01,85.82,0.01,,0.0,1001.81,124.86,4.79,20.6,0.22,52.19,1.14
Pisticci,40.420277,16.548333,11/02/2021 15:00,0.94,0.69,336.67,0.06,0.16,1.68,0.09,6.11,-9999.0,-9999.0,0.01,85.94,0.01,,0.0,1002.17,311.51,3.33,21.42,0.31,47.64,1.39
Pisticci,40.420277,16.548333,11/02/2021 16:00,0.94,0.65,336.11,0.06,0.17,1.69,0.09,6.82,4.54,0.97,0.01,85.49,0.01,,0.0,1002.61,224.9,5.15,21.16,0.6,44.73,1.03
Pisticci,40.420277,16.548333,11/02/2021 17:00,1.06,0.46,293.05,0.01,0.09,1.69,0.1,12.02,7.32,1.02,0.01,75.83,0.06,,0.0,1003.25,35.04,5.53,18.99,1.08,52.85,0.5
Pisticci,40.420277,16.548333,11/02/2021 18:00,1.22,0.65,333.23,0.06,0.08,1.68,0.11,20.66,12.11,1.28,0.01,57.14,0.01,,0.0,1004.16,0.15,3.21,16.01,1.03,62.35,0.3
Pisticci,40.420277,16.548333,11/02/2021 19:00,1.14,0.64,271.18,0.07,0.15,1.69,0.13,43.87,26.47,3.47,0.01,20.44,0.1,,0.0,1005.55,0.0,4.39,14.52,0.89,69.99,0.08
Pisticci,40.420277,16.548333,11/02/2021 20:00,1.05,0.61,291.05,0.08,0.3,1.7,0.11,37.17,22.83,3.35,0.01,20.02,0.11,,0.0,1006.64,0.0,4.66,13.53,1.05,77.73,0.12
Pisticci,40.420277,16.548333,11/02/2021 21:00,0.93,0.59,-9999.0,0.14,0.39,1.73,0.12,25.22,15.71,2.53,0.02,30.86,0.26,,0.0,1007.53,0.0,4.83,11.84,1.15,82.28,-9999.0
Pisticci,40.420277,16.548333,11/02/2021 22:00,0.81,0.76,1.96,0.18,0.44,1.75,0.12,31.4,18.55,2.14,0.01,16.32,0.28,,0.0,1008.4,0.0,3.42,10.25,1.12,86.5,0.0
Pisticci,40.420277,16.548333,11/02/2021 23:00,0.85,0.85,292.97,0.2,0.46,1.77,0.12,27.59,24.65,10.2,0.02,25.8,0.37,,0.0,1009.11,0.0,4.28,9.84,1.44,89.5,0.15
Pisticci,40.420277,16.548333,12/02/2021 00:00,0.92,0.55,318.61,0.24,0.42,1.78,0.11,9.08,5.76,1.03,0.19,47.74,0.47,,0.0,1009.81,0.0,2.01,10.94,1.83,91.89,0.4
Pisticci,40.420277,16.548333,12/02/2021 01:00,0.79,0.57,246.73,0.21,0.3,1.91,0.1,6.52,4.27,0.91,0.07,45.5,0.36,,0.0,1010.5,0.0,4.88,10.92,1.6,92.57,0.27
Pisticci,40.420277,16.548333,12/02/2021 02:00,0.7,0.67,247.47,0.18,0.25,1.84,0.12,7.26,4.71,0.93,0.02,32.02,0.29,,0.0,1010.72,0.0,2.95,9.69,1.47,92.33,0.1
Pisticci,40.420277,16.548333,12/02/2021 03:00,0.7,0.66,246.78,0.15,0.29,1.95,0.11,7.26,4.81,0.99,0.01,27.89,0.23,,0.0,1011.06,0.0,1.95,8.53,1.22,93.74,0.21
Pisticci,40.420277,16.548333,12/02/2021 04:00,0.68,0.61,22.5,0.16,0.3,1.89,0.12,7.7,5.0,0.99,0.02,28.79,0.12,,0.0,1011.44,0.0,1.86,9.08,2.18,95.69,0.28
Pisticci,40.420277,16.548333,12/02/2021 05:00,0.69,0.5,337.02,0.17,0.15,1.84,0.11,8.7,5.46,0.97,0.01,44.49,0.23,,0.0,1011.76,0.0,4.34,10.34,3.54,97.02,0.87
Pisticci,40.420277,16.548333,12/02/2021 06:00,0.82,0.68,336.65,0.18,0.11,1.8,0.11,7.52,4.8,0.88,0.01,53.94,0.21,,0.0,1012.32,0.0,3.6,11.48,2.78,94.25,0.48
Pisticci,40.420277,16.548333,12/02/2021 07:00,1.09,0.75,335.78,0.1,0.18,1.8,0.09,9.74,6.0,0.91,0.02,53.29,0.1,,0.0,1012.91,0.0,3.38,11.0,2.8,90.01,0.5
Pisticci,40.420277,16.548333,12/02/2021 08:00,1.18,0.71,337.19,0.19,0.17,1.79,0.09,13.08,9.12,2.3,0.01,51.79,0.11,,0.0,1013.54,5.31,3.87,10.96,1.86,86.72,0.32
Pisticci,40.420277,16.548333,12/02/2021 09:00,1.16,0.66,292.04,0.09,0.18,1.78,0.1,17.77,11.19,1.87,0.01,44.18,0.09,,0.0,1014.13,48.01,3.48,11.03,1.23,84.94,0.19
Pisticci,40.420277,16.548333,12/02/2021 10:00,1.22,0.64,336.16,0.1,0.12,1.78,0.09,10.08,6.4,1.11,0.04,-9999.0,0.19,,0.0,1014.33,108.96,2.24,11.51,1.14,83.16,0.72
Pisticci,40.420277,16.548333,12/02/2021 11:00,1.26,0.61,336.47,0.03,0.03,1.77,0.09,8.24,5.65,1.36,0.02,65.76,0.03,,0.0,1014.6,213.51,-9999.0,12.01,1.15,78.09,0.93
Pisticci,40.420277,16.548333,12/02/2021 12:00,1.08,0.62,337.24,0.04,0.13,1.76,0.08,6.59,4.81,1.38,0.02,68.68,0.05,,0.0,1014.34,396.63,3.79,13.71,0.88,71.64,0.86
Pisticci,40.420277,16.548333,12/02/2021 13:00,1.09,0.7,336.84,0.09,0.16,1.76,0.09,6.85,4.7,1.12,0.02,68.83,0.03,,0.0,1014.11,227.31,2.7,13.53,0.81,68.86,0.74
Pisticci,40.420277,16.548333,12/02/2021 14:00,1.12,0.74,22.18,0.18,0.07,1.76,0.1,7.12,-9999.0,-9999.0,0.01,70.56,0.09,,0.0,1013.96,104.71,3.33,13.06,0.87,70.09,0.55
Pisticci,40.420277,16.548333,12/02/2021 15:00,1.15,0.67,89.64,0.18,0.16,1.76,0.09,14.76,11.05,3.3,0.01,66.39,0.11,,0.0,1013.9,44.07,2.72,12.81,3.74,70.0,0.68
Pisticci,40.420277,16.548333,12/02/2021 16:00,1.21,0.65,112.22,0.15,0.08,1.76,0.09,11.8,8.1,1.9,0.0,65.99,0.02,,0.0,1013.87,9.53,3.85,12.07,2.38,72.26,1.21
Pisticci,40.420277,16.548333,12/02/2021 17:00,1.25,0.68,90.38,0.16,0.11,1.75,0.09,16.86,11.22,2.4,0.01,58.36,0.09,,0.4,1014.08,5.94,2.82,10.64,1.32,77.4,0.61
Pisticci,40.420277,16.548333,12/02/2021 18:00,1.12,0.77,112.37,0.16,0.11,1.76,0.1,16.83,10.24,1.42,0.01,46.6,0.08,,0.0,1014.22,0.0,3.43,9.76,0.97,84.27,0.23
Pisticci,40.420277,16.548333,12/02/2021 19:00,1.15,0.74,112.55,0.1,0.16,1.76,0.09,14.16,9.62,2.2,0.01,55.35,0.09,,0.0,1014.45,0.0,3.23,9.63,0.98,87.44,0.69
Pisticci,40.420277,16.548333,12/02/2021 20:00,1.19,0.61,112.09,0.19,0.18,1.75,0.09,10.47,6.67,1.18,0.01,57.54,0.17,,0.0,1014.37,0.0,1.09,9.49,1.08,86.82,0.28
Pisticci,40.420277,16.548333,12/02/2021 21:00,1.1,0.62,113.37,0.19,0.17,1.76,0.09,9.16,5.83,1.07,0.02,57.21,0.25,,0.0,1014.33,0.0,2.66,9.26,0.9,86.01,0.19
Pisticci,40.420277,16.548333,12/02/2021 22:00,0.99,0.71,113.54,0.15,0.19,1.76,0.08,9.49,6.41,1.45,0.01,57.94,0.11,,0.0,1014.34,0.0,3.34,9.14,0.86,85.28,0.24
Pisticci,40.420277,16.548333,12/02/2021 23:00,0.94,0.7,320.92,0.15,0.18,1.76,0.09,11.71,7.39,1.27,0.01,56.62,0.15,,0.0,1014.02,0.0,2.67,8.54,0.72,85.65,0.17
Pisticci,40.420277,16.548333,13/02/2021 00:00,1.01,0.66,335.19,0.03,0.19,1.76,0.09,7.0,4.68,1.01,0.01,61.46,0.18,,0.0,1013.48,0.0,3.01,8.43,0.69,87.15,0.21
Pisticci,40.420277,16.548333,13/02/2021 01:00,0.94,0.7,317.01,0.08,0.16,1.76,0.09,5.47,3.57,0.73,0.01,60.66,0.16,,0.0,1013.0,0.0,3.62,8.26,1.03,87.91,0.1
Pisticci,40.420277,16.548333,13/02/2021 02:00,0.9,0.76,23.38,0.15,0.17,1.75,0.09,5.66,3.88,0.94,0.01,60.97,0.09,,0.0,1012.43,0.0,0.87,8.27,1.1,88.37,0.02
Pisticci,40.420277,16.548333,13/02/2021 03:00,0.88,0.77,24.19,0.08,0.12,1.76,0.1,5.99,4.03,0.91,0.01,58.92,0.02,,0.8,1012.11,0.01,2.18,7.9,0.87,88.54,0.04
Pisticci,40.420277,16.548333,13/02/2021 04:00,0.87,0.72,24.57,0.09,0.24,1.77,0.1,5.91,4.05,0.96,0.01,54.78,0.12,,1.6,1011.84,0.0,1.41,7.21,1.89,89.96,0.2
Pisticci,40.420277,16.548333,13/02/2021 05:00,0.85,0.71,337.71,0.01,0.24,1.76,0.08,6.82,4.53,0.93,0.01,57.71,0.02,,1.8,1012.01,0.0,1.91,6.85,4.63,92.25,0.3
Pisticci,40.420277,16.548333,13/02/2021 06:00,1.03,0.64,336.77,0.08,0.11,1.75,0.08,6.35,4.29,0.98,0.01,64.4,0.07,,0.6,1011.77,0.0,2.86,6.39,1.56,94.73,0.22
Pisticci,40.420277,16.548333,13/02/2021 07:00,0.84,0.62,338.4,0.02,0.08,1.76,0.09,7.16,4.71,0.96,0.0,60.55,0.02,,0.4,1011.59,0.0,3.77,6.08,0.86,97.79,0.15
Pisticci,40.420277,16.548333,13/02/2021 08:00,0.79,0.71,336.95,0.02,0.19,1.77,0.09,8.77,5.48,0.89,0.01,59.08,0.07,,0.6,1011.7,1.46,2.72,5.81,1.57,99.77,0.51
Pisticci,40.420277,16.548333,13/02/2021 09:00,0.77,0.7,336.7,0.12,0.08,1.76,0.08,8.34,5.36,0.98,0.01,-9999.0,0.07,,0.6,1011.84,24.76,4.26,5.54,0.83,100.0,0.81
Pisticci,40.420277,16.548333,13/02/2021 10:00,0.77,0.48,335.74,0.06,0.12,1.75,0.08,5.87,4.09,1.0,0.01,66.06,0.13,,0.4,1011.86,34.12,-9999.0,5.25,0.64,99.99,1.04
Pisticci,40.420277,16.548333,13/02/2021 11:00,0.78,0.57,336.49,0.15,0.02,1.75,0.08,5.96,4.15,1.04,0.02,65.46,0.11,,0.2,1011.69,81.31,4.01,5.31,0.54,99.99,1.07
Pisticci,40.420277,16.548333,13/02/2021 12:00,0.76,0.71,336.15,0.07,0.06,1.75,0.08,5.09,3.77,1.12,0.01,63.36,0.05,,0.0,1011.27,118.55,4.6,5.85,0.61,99.99,1.12
Pisticci,40.420277,16.548333,13/02/2021 13:00,0.78,0.62,336.89,0.02,0.06,1.74,0.07,5.93,-9999.0,-9999.0,0.01,66.27,0.13,,0.2,1010.52,63.59,3.24,5.83,0.64,99.99,1.41
Pisticci,40.420277,16.548333,13/02/2021 14:00,0.75,0.75,336.31,0.09,0.05,1.74,0.08,6.92,4.53,0.94,0.01,64.1,0.05,,0.2,1010.06,55.44,2.54,5.78,0.46,99.99,1.4
Pisticci,40.420277,16.548333,13/02/2021 15:00,0.78,0.75,336.05,0.02,0.08,1.74,0.08,6.8,4.67,1.08,0.01,63.4,0.01,,0.2,1010.11,42.21,3.93,5.64,0.55,99.99,1.4
Pisticci,40.420277,16.548333,13/02/2021 16:00,0.82,0.66,336.16,0.12,0.05,1.74,0.08,6.85,4.52,0.95,0.01,63.27,0.06,,0.2,1010.32,20.38,3.86,5.93,0.51,99.99,1.46
Pisticci,40.420277,16.548333,13/02/2021 17:00,0.82,0.65,335.78,0.06,0.07,1.74,0.08,5.83,3.93,0.9,0.01,66.21,0.04,,0.6,1010.64,3.93,3.68,5.93,0.56,100.0,1.27
Pisticci,40.420277,16.548333,13/02/2021 18:00,0.82,0.46,335.95,0.06,0.09,1.75,0.08,5.58,3.82,0.9,0.0,65.89,0.03,,0.2,1011.16,0.0,3.66,5.49,0.49,99.99,1.17
Pisticci,40.420277,16.548333,13/02/2021 19:00,0.84,0.5,336.21,0.06,0.05,1.75,0.07,5.42,3.67,0.82,0.01,68.89,0.05,,0.0,1011.71,0.0,3.34,5.76,0.5,99.99,1.31
Pisticci,40.420277,16.548333,13/02/2021 20:00,0.85,0.52,335.66,0.1,0.01,1.76,0.07,4.81,3.58,1.02,0.01,68.8,0.01,,0.2,1012.22,0.0,4.24,4.91,0.5,99.99,1.78
Pisticci,40.420277,16.548333,13/02/2021 21:00,0.97,0.54,335.83,0.06,0.04,1.75,0.07,4.52,3.39,1.02,0.0,72.6,0.01,,0.0,1012.9,0.0,4.45,4.12,0.51,99.99,1.78
Pisticci,40.420277,16.548333,13/02/2021 22:00,1.02,0.54,315.63,0.06,0.04,1.75,0.07,3.79,2.89,0.88,0.01,77.36,0.02,,0.4,1013.46,0.0,2.28,3.83,0.44,99.99,1.65
Pisticci,40.420277,16.548333,13/02/2021 23:00,0.94,0.55,335.59,0.05,0.01,1.75,0.07,3.92,2.94,0.93,0.01,78.18,0.01,,0.2,1013.65,0.0,3.01,3.94,0.37,99.99,1.89
Pisticci,40.420277,16.548333,14/02/2021 00:00,0.95,0.58,315.19,0.06,0.01,1.75,0.07,3.47,2.54,0.75,0.01,79.06,0.02,,0.0,1014.01,0.0,2.59,4.0,0.37,100.0,1.62
Pisticci,40.420277,16.548333,14/02/2021 01:00,0.95,0.58,315.6,0.05,0.01,1.76,0.07,3.31,2.56,0.87,0.01,81.48,0.01,,0.0,1014.47,0.0,2.65,3.71,0.37,97.27,2.029
Pisticci,40.420277,16.548333,14/02/2021 02:00,0.96,0.53,336.13,0.05,0.01,1.76,0.06,3.35,2.61,0.88,0.01,82.22,0.01,,0.0,1014.65,0.0,2.84,3.63,0.35,90.21,2.26
Pisticci,40.420277,16.548333,14/02/2021 03:00,0.95,0.62,315.09,0.09,0.02,1.75,0.06,3.21,2.45,0.8,0.01,83.16,0.01,,0.0,1014.71,0.0,4.29,3.26,0.36,82.0,2.04
Pisticci,40.420277,16.548333,14/02/2021 04:00,0.91,0.55,335.99,0.05,0.02,1.76,0.07,3.11,2.53,0.9,0.02,83.52,0.03,,0.0,1014.93,0.0,3.97,2.93,0.37,76.14,1.71
Pisticci,40.420277,16.548333,14/02/2021 05:00,0.96,0.56,335.99,0.05,0.15,1.76,0.06,3.14,2.43,0.82,0.12,82.13,0.1,,0.0,1015.37,0.0,2.37,2.65,0.35,74.62,1.5
Pisticci,40.420277,16.548333,14/02/2021 06:00,1.03,0.54,315.32,0.07,0.09,1.76,0.06,3.2,2.67,0.98,0.35,81.59,0.08,,0.0,1015.66,0.0,2.94,2.66,0.25,71.74,1.62
Pisticci,40.420277,16.548333,14/02/2021 07:00,1.06,0.54,314.87,0.07,0.08,1.76,0.07,3.19,2.45,0.84,0.08,80.04,0.06,,0.0,1016.23,0.0,2.13,2.56,0.25,69.92,1.41
Pisticci,40.420277,16.548333,14/02/2021 08:00,-9999.0,0.62,336.27,-9999.0,-9999.0,1.77,0.06,3.19,2.44,0.8,-9999.0,79.12,-9999.0,,0.0,1016.89,41.98,2.63,2.39,-9999.0,71.97,1.74
Pisticci,40.420277,16.548333,14/02/2021 09:00,1.06,0.56,336.48,0.08,0.06,1.77,0.07,3.48,2.71,0.93,0.1,78.83,0.08,,0.0,1016.96,274.28,-9999.0,3.2,0.31,74.61,2.39
Pisticci,40.420277,16.548333,14/02/2021 10:00,0.85,0.62,335.96,0.16,0.29,1.77,0.07,3.51,2.73,0.91,0.55,79.59,0.34,,0.0,1017.7,341.53,4.21,3.97,0.23,73.44,2.43
Pisticci,40.420277,16.548333,14/02/2021 11:00,0.94,0.67,336.01,0.06,0.05,1.77,0.07,3.46,2.79,0.98,0.07,80.62,0.17,,0.0,1018.36,288.23,2.2,4.29,0.32,71.21,2.8
Pisticci,40.420277,16.548333,14/02/2021 12:00,0.96,0.64,336.4,0.21,0.33,1.77,0.07,4.05,-9999.0,-9999.0,0.21,81.37,0.15,,0.0,1018.36,566.79,4.34,5.32,0.24,69.67,2.91
Pisticci,40.420277,16.548333,14/02/2021 13:00,0.91,0.67,336.56,0.38,0.75,1.77,0.07,4.15,3.02,0.86,0.47,81.71,0.51,,0.0,1018.25,334.25,3.62,6.36,0.36,61.77,2.57
Pisticci,40.420277,16.548333,14/02/2021 14:00,0.93,0.58,336.72,0.48,0.53,1.78,0.07,3.91,3.17,1.1,0.38,84.06,0.59,,0.0,1018.49,198.92,2.41,6.73,0.41,57.04,2.3
Pisticci,40.420277,16.548333,14/02/2021 15:00,0.83,0.62,336.82,0.2,0.36,1.78,0.07,3.71,2.78,0.83,0.31,83.61,0.34,,0.0,1018.71,281.91,3.2,6.22,0.19,57.25,2.47
Pisticci,40.420277,16.548333,14/02/2021 16:00,1.1,0.55,336.9,0.57,0.56,1.77,0.07,3.98,2.99,0.91,0.73,82.35,0.98,,0.0,1019.02,90.81,1.82,5.54,0.8,60.23,1.9
Pisticci,40.420277,16.548333,14/02/2021 17:00,0.96,0.63,336.74,0.32,0.7,1.77,0.07,3.87,3.01,1.0,0.59,82.28,0.98,,0.0,1019.34,31.9,2.31,5.06,0.37,63.44,1.88
Pisticci,40.420277,16.548333,14/02/2021 18:00,1.26,0.59,336.59,0.71,0.7,1.78,0.07,4.8,3.47,0.97,0.82,82.02,0.63,,0.4,1019.73,1.1,2.67,4.65,0.41,66.14,1.93
Pisticci,40.420277,16.548333,14/02/2021 19:00,0.72,0.68,336.34,0.66,1.19,1.78,0.07,4.67,3.31,0.86,0.86,82.16,0.89,,0.0,1020.09,0.0,3.5,4.52,0.89,68.97,1.69
Pisticci,40.420277,16.548333,14/02/2021 20:00,1.17,0.62,336.5,1.25,0.21,1.78,0.07,4.53,3.34,0.97,1.22,82.8,0.29,,0.0,1020.41,0.0,2.09,4.46,0.54,69.16,1.91
Pisticci,40.420277,16.548333,14/02/2021 21:00,0.85,0.66,336.39,0.23,1.09,1.78,0.07,4.57,3.32,0.93,1.1,82.25,0.22,,0.2,1020.71,0.0,3.48,4.54,0.49,66.87,1.89
Pisticci,40.420277,16.548333,14/02/2021 22:00,1.13,0.67,336.59,0.91,0.17,1.78,0.07,4.53,3.26,0.88,0.63,81.05,0.4,,0.2,1021.39,0.0,1.73,3.67,0.66,71.58,1.88
Pisticci,40.420277,16.548333,14/02/2021 23:00,1.14,0.62,337.51,0.38,2.45,1.8,0.07,5.19,3.67,0.96,0.53,77.82,0.42,,0.0,1021.84,0.0,1.74,4.08,0.41,72.97,0.99
Pisticci,40.420277,16.548333,15/02/2021 00:00,1.2,0.64,336.33,0.33,0.79,1.79,0.07,4.33,3.02,0.79,0.2,78.91,0.83,,0.0,1021.99,0.0,2.07,3.8,3.25,73.0,1.63
Pisticci,40.420277,16.548333,15/02/2021 01:00,1.23,0.69,336.79,0.63,0.6,1.79,0.07,4.09,2.99,0.85,0.48,78.41,0.34,,0.0,1022.42,0.0,4.23,4.15,1.12,70.88,1.78
Pisticci,40.420277,16.548333,15/02/2021 02:00,0.89,0.73,336.74,0.23,0.37,1.8,0.07,3.97,2.89,0.84,0.32,78.32,0.58,,0.2,1022.64,0.0,2.18,4.09,0.58,70.95,1.88
Pisticci,40.420277,16.548333,15/02/2021 03:00,1.13,0.67,337.47,0.47,0.54,1.8,0.07,3.43,2.74,0.98,0.43,79.91,0.58,,0.0,1022.78,0.0,2.76,4.3,0.38,71.25,1.92
Pisticci,40.420277,16.548333,15/02/2021 04:00,1.28,0.67,337.48,0.73,0.5,1.8,0.07,3.05,2.4,0.84,0.47,80.49,0.88,,0.0,1022.75,0.0,1.49,4.6,0.23,68.44,1.4
Pisticci,40.420277,16.548333,15/02/2021 05:00,0.97,0.72,337.88,0.3,0.38,1.8,0.07,3.66,2.75,0.81,0.41,78.14,0.22,,0.0,1023.09,0.0,2.17,4.65,0.27,66.9,1.18
Pisticci,40.420277,16.548333,15/02/2021 06:00,0.77,0.47,337.4,0.23,0.4,1.8,0.07,3.42,2.74,0.94,0.32,77.57,0.63,,0.0,1023.22,0.0,2.4,5.14,1.76,64.47,1.38
Pisticci,40.420277,16.548333,15/02/2021 07:00,0.76,0.53,337.75,0.4,0.32,1.8,0.06,3.86,2.97,0.97,0.21,-9999.0,0.29,,0.0,1023.6,0.0,2.2,5.48,0.73,62.76,1.55
Pisticci,40.420277,16.548333,15/02/2021 08:00,0.82,0.48,337.96,0.25,0.14,1.8,0.07,4.51,3.27,0.88,0.24,76.06,0.22,,0.0,1024.26,13.75,-9999.0,5.56,0.26,63.71,1.37
Pisticci,40.420277,16.548333,15/02/2021 09:00,0.9,0.52,338.2,0.27,0.55,1.8,0.07,5.69,4.22,1.24,0.31,73.9,0.45,,0.0,1024.81,74.16,2.32,6.11,0.36,63.1,1.38
Pisticci,40.420277,16.548333,15/02/2021 10:00,1.12,0.58,0.01,0.21,0.24,1.8,0.07,6.02,4.79,1.61,0.36,76.34,0.25,,0.0,1025.17,380.77,1.74,7.91,0.52,57.75,1.72
Pisticci,40.420277,16.548333,15/02/2021 11:00,0.98,0.67,21.88,0.23,0.22,1.79,0.08,6.8,-9999.0,-9999.0,0.32,79.93,0.17,,0.0,1025.48,409.08,0.97,8.97,1.9,52.1,1.74
Pisticci,40.420277,16.548333,15/02/2021 12:00,0.91,0.72,0.03,0.26,0.08,1.78,0.07,5.69,4.12,1.14,0.26,82.63,0.39,,0.0,1025.45,469.66,1.65,9.36,6.41,51.31,2.09
Pisticci,40.420277,16.548333,15/02/2021 13:00,0.75,0.65,337.99,0.52,0.24,1.78,0.07,5.0,3.85,1.22,0.41,83.76,0.44,,0.0,1025.109,296.82,1.78,9.71,2.94,50.49,2.18
Pisticci,40.420277,16.548333,15/02/2021 14:00,0.65,0.7,359.6,0.37,0.19,1.78,0.07,4.5,3.44,1.08,0.31,85.15,0.19,,0.0,1025.02,130.539,1.98,9.8,3.82,50.33,2.13
Pisticci,40.420277,16.548333,15/02/2021 15:00,0.82,0.65,337.7,0.55,0.44,1.78,0.07,4.5,3.62,1.27,0.2,84.08,0.4,,0.0,1024.94,408.61,1.18,10.17,6.46,48.02,2.06
Pisticci,40.420277,16.548333,15/02/2021 16:00,0.75,0.62,337.3,0.79,1.21,1.78,0.07,4.22,3.58,1.35,0.84,84.46,1.19,,0.0,1025.18,310.77,2.06,9.91,10.47,47.2,2.02
Pisticci,40.420277,16.548333,15/02/2021 17:00,0.78,0.61,337.43,1.74,0.44,1.79,0.07,5.79,4.08,1.06,1.1,82.68,0.32,,0.0,1025.23,84.88,2.07,8.86,4.15,50.51,1.87
Pisticci,40.420277,16.548333,15/02/2021 18:00,0.89,0.65,337.17,0.53,1.63,1.79,0.07,7.22,4.79,1.02,1.18,79.94,0.43,,0.0,1025.579,0.88,0.95,7.25,1.05,59.68,1.29
Pisticci,40.420277,16.548333,15/02/2021 19:00,0.66,0.68,336.25,0.19,1.17,1.8,0.07,8.48,5.42,1.0,0.43,75.17,0.44,,0.4,1025.94,0.0,0.17,6.35,0.46,61.62,1.02
Pisticci,40.420277,16.548333,15/02/2021 20:00,0.78,0.78,316.06,0.61,1.02,1.8,0.07,6.0,3.99,0.84,0.33,75.61,0.49,,0.0,1026.21,0.0,0.2,5.75,0.98,63.3,1.14
Pisticci,40.420277,16.548333,15/02/2021 21:00,0.54,0.77,292.31,0.41,0.19,1.79,0.07,5.82,4.0,0.97,0.26,72.76,0.36,,0.0,1026.3,0.0,1.81,4.62,0.33,73.78,0.7
Pisticci,40.420277,16.548333,15/02/2021 22:00,0.73,0.56,292.88,0.24,0.3,1.79,0.07,7.35,4.71,0.9,0.15,70.05,0.17,,0.0,1026.15,0.0,2.85,4.21,0.49,81.15,0.79
Pisticci,40.420277,16.548333,15/02/2021 23:00,0.8,0.66,315.12,0.26,0.31,1.79,0.07,10.28,7.71,2.33,0.21,66.54,0.16,,0.0,1026.0,0.0,1.55,3.89,0.3,82.59,0.66
Pisticci,40.420277,16.548333,16/02/2021 00:00,0.69,0.68,315.77,0.51,0.34,1.79,0.07,5.17,3.51,0.84,0.27,75.25,0.44,,0.0,1025.849,0.0,0.72,4.51,1.05,80.35,0.76
Pisticci,40.420277,16.548333,16/02/2021 01:00,0.93,0.68,293.37,0.63,0.46,1.79,0.07,4.91,3.52,0.97,2.37,74.42,1.16,,0.0,1025.599,0.0,4.06,4.19,0.26,76.78,0.66
Pisticci,40.420277,16.548333,16/02/2021 02:00,0.86,0.7,292.54,0.32,0.6,1.79,0.07,4.64,3.31,0.88,0.65,73.85,0.33,,0.0,1025.3,0.0,1.43,3.98,0.4,76.96,0.65
Pisticci,40.420277,16.548333,16/02/2021 03:00,0.7,0.68,291.94,0.64,0.33,1.79,0.07,3.87,2.91,0.91,0.25,74.52,0.28,,0.0,1024.66,0.0,1.84,4.17,0.36,76.77,0.73
Pisticci,40.420277,16.548333,16/02/2021 04:00,1.13,0.69,270.29,0.16,0.76,1.79,0.07,3.58,2.72,0.86,0.32,75.47,0.92,,0.2,1023.94,0.0,2.05,4.27,0.33,75.78,0.81
Pisticci,40.420277,16.548333,16/02/2021 05:00,1.05,0.7,292.47,0.17,0.23,1.78,0.07,3.47,2.76,0.93,0.22,75.36,0.18,,0.2,1023.52,0.0,1.73,4.36,0.84,74.44,0.77
Pisticci,40.420277,16.548333,16/02/2021 06:00,0.6,0.67,269.51,0.22,0.36,1.78,0.07,6.28,4.52,1.22,0.28,-9999.0,0.41,,0.0,1023.08,0.0,2.23,3.84,0.21,74.86,0.91
Pisticci,40.420277,16.548333,16/02/2021 07:00,0.83,0.66,270.34,0.99,0.28,1.78,0.07,8.67,5.74,1.22,0.41,67.35,0.29,,0.0,1022.85,0.02,-9999.0,3.66,0.44,75.13,0.9
Pisticci,40.420277,16.548333,16/02/2021 08:00,0.67,0.7,269.16,0.69,0.41,1.81,0.07,11.19,7.79,1.93,2.45,59.21,1.84,,0.0,1022.46,83.66,2.15,3.56,1.12,76.37,0.85
Pisticci,40.420277,16.548333,16/02/2021 09:00,1.56,0.79,269.79,0.54,0.66,1.83,0.08,8.99,6.52,1.84,2.27,65.29,1.57,,0.0,1022.3,331.87,1.28,7.08,1.08,68.13,0.73
Pisticci,40.420277,16.548333,16/02/2021 10:00,1.24,0.79,67.73,1.05,0.74,1.91,0.08,10.53,-9999.0,-9999.0,0.94,66.83,0.91,,0.0,1022.17,503.81,0.91,9.11,1.11,58.48,0.79
Pisticci,40.420277,16.548333,16/02/2021 11:00,1.17,0.77,45.14,0.96,1.83,1.78,0.07,7.65,5.81,1.79,0.56,72.99,0.83,,0.0,1021.63,618.89,2.65,11.85,0.65,45.96,0.83
