Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (ppb),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Viggiano,40.313888,15.904444,05/01/2021 18:00,1.32,0.32,223.76,-9999.0,2.96,0.14,1.93,0.17,4.97,4.19,2.09,0.04,74.31,0.15,-9999.0,0.0,941.85,1.82,8.73,7.27,2.34,61.33,2.81
Viggiano,40.313888,15.904444,05/01/2021 19:00,1.17,0.28,223.86,-9999.0,2.8,0.02,1.92,0.16,1.98,2.42,1.91,0.01,79.77,0.03,-9999.0,0.0,942.03,1.96,7.56,7.25,0.42,60.45,2.44
Viggiano,40.313888,15.904444,05/01/2021 20:00,1.09,0.31,23.41,-9999.0,2.51,0.01,1.91,0.16,1.55,1.99,1.68,0.01,76.79,0.01,-9999.0,0.0,942.13,1.73,8.74,7.25,0.17,64.05,1.46
Viggiano,40.313888,15.904444,05/01/2021 21:00,1.29,0.36,337.1,-9999.0,4.31,0.01,1.92,0.17,-9999.0,-9999.0,-9999.0,0.01,73.87,0.01,-9999.0,0.0,942.29,1.98,7.97,7.9,0.21,61.44,3.27
Viggiano,40.313888,15.904444,05/01/2021 22:00,1.29,0.33,338.04,-9999.0,2.53,0.01,1.91,0.18,2.34,2.48,1.76,0.01,75.48,0.01,-9999.0,0.0,942.48,2.009,8.61,6.65,0.25,80.31,3.46
Viggiano,40.313888,15.904444,05/01/2021 23:00,1.17,0.31,46.04,-9999.0,3.27,0.01,1.91,0.19,2.79,2.6,1.65,0.01,72.8,0.01,-9999.0,0.0,942.81,1.99,7.72,6.61,0.21,82.07,1.64
Viggiano,40.313888,15.904444,06/01/2021 00:00,1.21,0.3,316.3,-9999.0,3.1,0.01,1.92,0.22,3.94,3.45,1.89,0.01,71.81,0.01,-9999.0,0.2,942.7,1.78,9.49,6.88,0.22,81.73,1.53
Viggiano,40.313888,15.904444,06/01/2021 01:00,1.15,0.3,224.84,-9999.0,2.46,0.01,1.91,0.19,5.82,4.76,2.22,0.01,67.41,0.01,-9999.0,0.0,942.29,1.9,9.45,7.28,0.22,79.26,2.51
Viggiano,40.313888,15.904444,06/01/2021 02:00,1.12,0.29,225.38,-9999.0,2.68,0.01,1.9,0.18,10.43,9.45,4.51,0.01,63.76,0.01,-9999.0,0.4,942.29,1.98,8.79,8.24,0.21,68.37,4.53
Viggiano,40.313888,15.904444,06/01/2021 03:00,1.05,0.29,246.78,77.43,4.08,0.01,1.92,0.21,8.27,6.94,3.13,0.01,67.66,0.01,-9999.0,0.2,942.85,1.83,8.76,7.82,0.16,72.29,2.96
Viggiano,40.313888,15.904444,06/01/2021 04:00,1.14,0.27,337.04,-9999.0,3.6,0.01,1.91,0.19,1.63,2.32,1.97,0.01,74.33,0.01,-9999.0,0.2,942.67,1.72,7.11,6.58,0.24,86.02,4.04
Viggiano,40.313888,15.904444,06/01/2021 05:00,1.22,0.28,315.72,79.38,2.87,0.01,1.97,0.28,3.45,3.2,1.9,0.01,71.4,0.01,-9999.0,1.2,942.78,1.91,10.9,6.64,0.17,87.73,4.65
Viggiano,40.313888,15.904444,06/01/2021 06:00,0.98,0.29,-9999.0,-9999.0,3.61,0.01,1.91,0.2,5.72,5.43,2.94,0.01,67.6,0.01,-9999.0,0.2,943.26,2.08,8.1,6.6,0.45,82.51,-9999.0
Viggiano,40.313888,15.904444,06/01/2021 07:00,1.1,0.3,223.89,-9999.0,3.74,0.01,1.92,0.21,9.61,8.26,3.74,0.01,58.49,0.01,-9999.0,0.0,943.45,1.96,9.25,7.36,0.23,78.72,2.37
Viggiano,40.313888,15.904444,06/01/2021 08:00,1.14,0.31,46.69,-9999.0,3.61,0.01,1.93,0.23,7.73,6.16,2.62,0.01,61.11,0.01,-9999.0,0.0,944.04,3.4,9.72,6.78,0.25,82.9,1.83
Viggiano,40.313888,15.904444,06/01/2021 09:00,1.25,0.32,23.06,-9999.0,3.04,0.01,1.91,0.18,1.37,2.03,1.81,0.01,69.35,0.01,-9999.0,0.0,944.47,26.01,6.23,7.23,0.28,78.05,1.82
Viggiano,40.313888,15.904444,06/01/2021 10:00,1.27,0.29,44.79,-9999.0,2.54,0.01,1.91,0.18,0.87,1.55,1.63,0.01,69.73,0.01,-9999.0,0.0,944.87,121.85,8.92,8.82,0.23,68.87,1.99
Viggiano,40.313888,15.904444,06/01/2021 11:00,1.21,0.27,224.95,76.97,4.77,0.02,1.94,0.2,3.55,3.84,2.49,0.01,71.03,0.01,-9999.0,0.2,944.91,285.5,6.32,11.17,0.28,56.61,3.05
Viggiano,40.313888,15.904444,06/01/2021 12:00,1.13,0.23,224.71,-9999.0,3.1,0.01,1.91,0.17,3.29,3.87,2.65,0.01,73.75,0.01,-9999.0,0.0,944.29,105.85,7.37,10.2,0.19,62.08,4.47
Viggiano,40.313888,15.904444,06/01/2021 13:00,1.16,0.23,225.07,61.8,3.29,0.01,1.91,0.18,2.79,3.34,2.38,0.01,74.1,0.01,-9999.0,0.0,943.6,321.92,8.3,11.29,0.14,57.7,4.64
Viggiano,40.313888,15.904444,06/01/2021 14:00,1.1,0.33,246.56,69.51,2.81,0.01,1.91,0.2,8.96,9.2,5.02,0.01,65.17,0.01,-9999.0,1.0,943.69,39.31,9.6,8.44,0.14,77.27,4.26
Viggiano,40.313888,15.904444,06/01/2021 15:00,0.97,0.4,315.23,92.87,3.67,0.01,1.93,0.22,2.83,2.89,1.91,0.01,72.63,0.01,-9999.0,0.2,943.78,32.659,8.14,7.35,0.19,84.39,3.5
Viggiano,40.313888,15.904444,06/01/2021 16:00,0.78,0.39,336.29,60.4,3.31,0.01,1.92,0.2,5.59,5.53,3.12,0.01,65.15,0.01,-9999.0,1.0,944.01,14.94,8.09,7.04,0.23,85.24,2.51
Viggiano,40.313888,15.904444,06/01/2021 17:00,0.89,0.35,337.56,-9999.0,3.25,0.01,1.91,0.19,2.15,2.71,2.08,0.01,72.54,0.01,-9999.0,0.0,943.91,4.34,8.65,6.56,0.27,86.37,2.57
Viggiano,40.313888,15.904444,06/01/2021 18:00,1.15,0.34,225.22,-9999.0,3.84,0.01,1.91,0.19,8.91,7.49,3.33,0.01,61.27,0.01,-9999.0,0.2,944.11,1.8,6.66,6.82,0.23,83.0,2.25
Viggiano,40.313888,15.904444,06/01/2021 19:00,1.09,0.32,336.47,82.63,2.71,0.01,1.93,0.2,7.84,6.86,3.27,0.01,64.79,0.01,-9999.0,1.0,944.29,2.05,10.07,6.42,0.25,86.82,1.81
Viggiano,40.313888,15.904444,06/01/2021 20:00,0.89,0.33,247.63,-9999.0,3.12,0.01,1.92,0.22,-9999.0,-9999.0,-9999.0,0.01,46.86,0.01,-9999.0,0.6,944.49,2.02,10.79,7.45,0.19,84.21,3.33
Viggiano,40.313888,15.904444,06/01/2021 21:00,0.75,0.32,292.95,63.17,4.54,0.01,1.94,0.29,13.94,12.67,5.9,0.01,59.91,0.02,-9999.0,0.4,944.68,1.89,11.47,7.68,0.28,81.04,3.14
Viggiano,40.313888,15.904444,06/01/2021 22:00,1.2,0.31,202.92,-9999.0,3.0,0.02,1.92,0.22,8.8,7.96,3.87,0.01,63.25,0.02,-9999.0,0.2,944.52,1.85,10.02,7.19,0.75,85.32,2.37
Viggiano,40.313888,15.904444,06/01/2021 23:00,0.65,0.29,224.53,-9999.0,3.29,0.01,1.91,0.19,3.09,3.13,2.02,0.01,70.92,0.01,-9999.0,0.6,944.38,1.83,6.64,6.97,0.2,85.82,2.58
Viggiano,40.313888,15.904444,07/01/2021 00:00,0.58,0.29,246.08,-9999.0,2.97,0.01,1.9,0.19,7.69,7.9,4.39,0.01,66.06,0.01,-9999.0,1.0,944.1,1.97,7.81,7.04,0.13,85.97,2.96
Viggiano,40.313888,15.904444,07/01/2021 01:00,0.79,0.31,314.09,78.04,2.85,0.01,1.93,0.24,8.94,8.07,3.91,0.01,63.89,0.01,-9999.0,1.0,944.48,1.85,9.92,7.27,0.14,87.66,2.33
Viggiano,40.313888,15.904444,07/01/2021 02:00,0.73,0.28,315.08,-9999.0,3.23,0.01,1.91,0.2,1.14,1.89,1.82,0.0,73.59,0.01,-9999.0,0.0,944.22,2.05,9.12,7.43,0.28,83.29,3.49
Viggiano,40.313888,15.904444,07/01/2021 03:00,0.64,0.29,314.27,-9999.0,2.28,0.01,1.92,0.19,0.46,1.04,1.35,0.01,71.67,0.01,-9999.0,0.0,944.45,1.82,8.67,7.33,0.19,83.45,3.49
Viggiano,40.313888,15.904444,07/01/2021 04:00,0.78,0.31,316.3,77.55,3.34,0.01,1.95,0.2,1.13,2.07,1.98,0.01,63.46,0.01,-9999.0,0.0,944.64,1.92,6.82,6.44,0.15,91.36,2.029
Viggiano,40.313888,15.904444,07/01/2021 05:00,0.56,0.3,334.49,71.03,2.65,0.01,1.95,0.2,1.57,1.89,1.57,0.01,59.81,0.01,-9999.0,0.2,944.56,2.1,7.85,6.37,0.15,93.3,1.05
Viggiano,40.313888,15.904444,07/01/2021 06:00,0.55,0.31,92.74,-9999.0,2.65,0.01,1.96,0.2,1.68,1.9,1.52,0.01,53.29,0.01,-9999.0,0.0,944.69,1.97,7.68,6.25,0.17,95.34,0.72
Viggiano,40.313888,15.904444,07/01/2021 07:00,0.71,0.32,134.89,61.43,2.31,0.01,1.93,0.19,1.27,1.75,1.58,0.01,48.92,0.01,-9999.0,0.2,944.59,1.98,7.86,6.22,0.21,96.99,0.55
Viggiano,40.313888,15.904444,07/01/2021 08:00,0.5,0.39,66.24,92.36,3.48,0.01,1.92,0.19,1.83,2.2,1.74,0.01,50.81,0.01,-9999.0,0.0,944.6,4.73,6.82,6.29,0.14,97.6,0.56
Viggiano,40.313888,15.904444,07/01/2021 09:00,0.71,0.38,1.15,99.22,2.06,0.01,1.92,0.2,2.47,2.79,1.99,0.0,48.81,0.03,-9999.0,0.2,944.91,14.3,9.13,6.52,0.22,97.67,0.29
Viggiano,40.313888,15.904444,07/01/2021 10:00,1.01,0.37,201.58,-9999.0,3.12,0.01,1.98,0.22,12.76,9.45,3.29,0.01,35.86,0.03,-9999.0,0.0,944.93,27.29,6.94,6.71,0.34,97.53,0.55
Viggiano,40.313888,15.904444,07/01/2021 11:00,0.8,0.31,111.66,-9999.0,2.52,0.02,1.93,0.21,5.57,4.43,2.03,0.01,54.9,0.03,-9999.0,0.0,944.57,120.14,8.02,7.36,0.46,95.6,0.51
Viggiano,40.313888,15.904444,07/01/2021 12:00,0.74,0.33,315.46,-9999.0,2.97,0.01,2.0,0.22,8.64,6.62,2.61,0.0,48.44,0.03,-9999.0,0.0,944.01,89.01,6.58,8.08,0.48,91.16,1.11
Viggiano,40.313888,15.904444,07/01/2021 13:00,0.94,0.37,223.8,-9999.0,2.75,0.1,1.98,0.22,9.65,7.73,3.2,0.02,44.54,0.22,-9999.0,0.0,943.27,82.13,7.94,8.14,0.49,91.01,0.92
Viggiano,40.313888,15.904444,07/01/2021 14:00,1.15,0.38,133.29,-9999.0,2.7,0.09,1.99,0.23,7.8,6.42,2.85,0.04,45.76,0.24,-9999.0,0.0,942.4,60.76,8.08,8.39,0.72,91.66,1.01
Viggiano,40.313888,15.904444,07/01/2021 15:00,1.43,0.36,180.19,-9999.0,2.68,0.02,1.96,0.23,8.17,7.1,3.33,0.06,39.48,0.3,-9999.0,0.0,941.81,73.65,7.96,9.29,1.09,93.38,0.75
Viggiano,40.313888,15.904444,07/01/2021 16:00,0.99,0.43,359.35,-9999.0,3.2,0.26,2.04,0.25,12.33,9.53,3.6,0.13,32.69,0.59,-9999.0,0.0,941.85,41.33,6.77,9.16,0.69,93.31,0.88
Viggiano,40.313888,15.904444,07/01/2021 17:00,1.43,0.31,-9999.0,-9999.0,2.83,0.58,1.9,0.21,2.79,2.54,1.58,0.19,42.03,1.31,-9999.0,0.0,941.61,8.0,7.38,8.82,1.23,95.14,-9999.0
Viggiano,40.313888,15.904444,07/01/2021 18:00,0.75,0.32,157.17,-9999.0,3.21,0.08,1.93,0.21,5.45,4.54,2.2,0.02,40.81,0.15,-9999.0,0.0,941.44,1.99,6.97,8.16,0.33,96.02,1.52
Viggiano,40.313888,15.904444,07/01/2021 19:00,0.7,0.31,-9999.0,-9999.0,3.44,0.02,1.89,0.2,-9999.0,-9999.0,-9999.0,0.01,45.86,0.04,-9999.0,0.4,941.33,1.83,6.34,7.68,0.26,97.45,-9999.0
Viggiano,40.313888,15.904444,07/01/2021 20:00,0.67,0.32,157.3,6.9,3.13,0.01,1.9,0.2,2.43,2.61,1.84,0.01,44.43,0.01,-9999.0,0.0,941.14,1.82,7.87,7.65,0.28,97.78,1.45
Viggiano,40.313888,15.904444,07/01/2021 21:00,0.72,0.38,23.56,0.01,3.35,0.01,1.92,0.21,3.54,3.29,1.94,0.01,41.52,0.02,-9999.0,0.2,940.97,1.84,6.63,7.59,0.29,98.09,0.77
Viggiano,40.313888,15.904444,07/01/2021 22:00,1.05,0.35,246.77,0.09,3.48,0.01,1.92,0.21,3.46,3.38,2.07,0.01,45.82,0.08,-9999.0,0.4,940.65,1.87,6.55,7.57,0.51,98.25,1.76
Viggiano,40.313888,15.904444,07/01/2021 23:00,0.87,0.47,1.72,0.05,3.67,0.01,1.95,0.22,4.04,3.45,1.84,0.01,35.73,0.03,-9999.0,0.4,940.15,1.79,7.57,7.38,0.42,98.56,1.41
Viggiano,40.313888,15.904444,08/01/2021 00:00,1.53,0.49,315.4,0.07,2.24,0.02,2.06,0.23,6.41,4.98,2.13,0.01,30.39,0.02,-9999.0,0.0,939.39,1.75,8.02,7.12,0.67,98.98,1.61
Viggiano,40.313888,15.904444,08/01/2021 01:00,1.35,0.48,0.63,0.03,3.22,0.01,2.07,0.23,4.55,3.48,1.61,0.01,37.64,0.09,-9999.0,0.2,939.04,1.93,6.9,7.22,0.65,99.31,2.33
Viggiano,40.313888,15.904444,08/01/2021 02:00,1.25,0.35,318.21,0.05,2.82,0.01,1.92,0.21,2.7,2.69,1.78,0.01,59.31,0.05,-9999.0,0.0,938.67,1.84,7.09,9.17,0.56,90.44,3.63
Viggiano,40.313888,15.904444,08/01/2021 03:00,0.67,0.29,334.03,0.01,3.1,0.01,1.86,0.2,1.37,1.82,1.61,0.01,66.3,0.02,-9999.0,0.0,938.29,1.67,6.45,10.05,0.29,84.7,3.77
Viggiano,40.313888,15.904444,08/01/2021 04:00,0.57,0.28,335.93,0.01,3.36,0.01,1.86,0.2,1.12,1.88,1.8,0.01,67.11,0.02,-9999.0,0.0,937.59,1.67,8.15,10.38,0.21,80.51,3.59
Viggiano,40.313888,15.904444,08/01/2021 05:00,0.56,0.27,317.72,0.01,3.51,0.01,1.88,0.23,2.34,2.64,1.92,0.01,65.07,0.01,-9999.0,0.0,937.22,1.96,7.05,11.12,0.21,74.24,2.94
Viggiano,40.313888,15.904444,08/01/2021 06:00,0.66,0.3,314.25,0.02,2.43,0.01,1.89,0.33,11.37,9.9,4.46,0.0,52.6,0.02,-9999.0,0.0,937.26,1.76,11.47,12.25,0.33,69.44,2.48
Viggiano,40.313888,15.904444,08/01/2021 07:00,0.9,0.28,315.27,0.02,4.01,0.02,1.88,0.39,4.7,4.11,2.16,0.01,63.75,0.01,-9999.0,0.0,937.64,1.54,10.13,12.69,0.48,70.36,3.96
Viggiano,40.313888,15.904444,08/01/2021 08:00,0.83,0.28,316.35,0.01,4.13,0.01,1.86,0.2,3.0,2.61,1.54,0.0,65.48,0.03,-9999.0,0.0,937.85,3.19,6.31,12.78,0.44,70.03,3.81
Viggiano,40.313888,15.904444,08/01/2021 09:00,0.7,0.28,316.19,0.01,3.05,0.01,1.87,0.21,3.3,3.19,1.97,0.01,64.35,0.02,-9999.0,0.0,938.16,27.18,7.64,12.68,0.32,69.58,4.28
Viggiano,40.313888,15.904444,08/01/2021 10:00,0.69,0.28,315.27,0.02,2.47,0.01,1.86,0.2,1.57,2.01,1.69,0.0,68.42,0.01,-9999.0,0.0,938.78,47.88,7.09,12.79,0.33,67.26,4.91
Viggiano,40.313888,15.904444,08/01/2021 11:00,0.6,0.29,316.64,0.02,2.88,0.01,1.87,0.2,1.69,1.84,1.46,0.01,69.51,0.01,-9999.0,0.0,938.76,77.04,7.41,12.91,0.26,65.099,5.57
Viggiano,40.313888,15.904444,08/01/2021 12:00,0.62,0.31,315.26,0.01,3.39,0.01,1.87,0.27,2.14,2.4,1.79,0.01,70.19,0.01,-9999.0,0.0,938.6,88.37,7.24,13.39,0.24,63.71,4.21
Viggiano,40.313888,15.904444,08/01/2021 13:00,0.66,0.32,315.6,0.01,3.48,0.01,1.87,0.2,1.19,2.01,1.89,0.0,70.97,0.01,-9999.0,0.0,937.72,119.54,6.11,13.87,0.29,63.67,3.53
Viggiano,40.313888,15.904444,08/01/2021 14:00,0.66,0.31,314.92,0.01,2.47,0.01,1.88,0.25,1.45,2.02,1.77,0.0,71.32,0.01,-9999.0,0.0,937.41,150.81,9.88,14.1,0.26,63.79,3.44
Viggiano,40.313888,15.904444,08/01/2021 15:00,0.74,0.27,316.36,0.01,3.2,0.01,1.88,0.2,1.73,2.13,1.73,0.01,71.46,0.01,-9999.0,0.0,937.59,53.74,6.96,13.46,0.3,66.71,3.14
Viggiano,40.313888,15.904444,08/01/2021 16:00,0.71,0.28,316.52,0.02,3.85,0.01,1.87,0.23,3.72,3.28,1.83,0.01,66.23,0.01,-9999.0,0.0,937.99,7.32,5.69,12.67,0.35,73.06,2.2
Viggiano,40.313888,15.904444,08/01/2021 17:00,0.77,0.32,314.51,0.01,2.11,0.01,1.9,0.23,3.29,2.97,1.75,0.0,60.08,0.01,-9999.0,1.0,938.43,1.93,8.32,11.02,0.45,87.83,2.85
Viggiano,40.313888,15.904444,08/01/2021 18:00,0.89,0.4,311.78,0.02,2.88,0.01,1.91,0.63,-9999.0,-9999.0,-9999.0,0.0,56.91,0.02,-9999.0,2.8,939.05,1.68,7.75,9.35,0.5,95.69,2.49
Viggiano,40.313888,15.904444,08/01/2021 19:00,1.32,0.43,337.5,0.08,2.87,0.01,1.92,0.25,2.46,2.64,1.85,0.01,50.17,0.07,-9999.0,1.6,939.33,1.97,6.0,8.37,0.77,95.18,2.09
Viggiano,40.313888,15.904444,08/01/2021 20:00,1.04,0.49,0.53,0.01,3.2,0.01,1.93,0.22,3.88,3.52,1.99,0.01,51.15,0.04,-9999.0,0.0,939.48,2.02,6.67,8.35,0.49,96.78,1.25
Viggiano,40.313888,15.904444,08/01/2021 21:00,1.4,0.45,112.55,0.01,3.34,0.01,1.92,0.22,2.51,2.54,1.73,0.01,49.05,0.03,-9999.0,0.4,939.91,1.8,6.13,8.48,0.61,97.93,0.61
Viggiano,40.313888,15.904444,08/01/2021 22:00,1.23,0.4,111.43,0.03,3.6,0.01,1.92,0.22,2.28,2.43,1.74,0.01,43.95,0.01,-9999.0,0.0,940.38,1.97,6.99,8.54,0.52,98.88,0.65
Viggiano,40.313888,15.904444,08/01/2021 23:00,0.93,0.42,313.28,0.02,2.62,0.01,1.93,0.27,2.07,2.48,1.9,0.0,49.99,0.01,-9999.0,0.0,941.0,1.86,7.7,7.37,0.41,92.42,1.93
Viggiano,40.313888,15.904444,09/01/2021 00:00,1.15,0.45,315.25,0.01,3.1,0.01,1.97,0.2,2.33,2.54,1.82,0.01,49.25,0.01,-9999.0,0.0,941.47,1.45,6.46,6.4,0.57,91.7,2.11
Viggiano,40.313888,15.904444,09/01/2021 01:00,1.11,0.43,113.14,0.01,3.76,0.01,1.94,0.2,1.07,1.95,1.89,0.01,47.66,0.03,-9999.0,0.0,941.83,1.79,5.32,6.29,0.54,95.69,1.36
Viggiano,40.313888,15.904444,09/01/2021 02:00,0.91,0.49,112.1,0.03,3.42,0.01,1.94,0.2,0.93,1.28,1.31,0.0,49.8,0.01,-9999.0,0.0,942.04,2.02,5.77,5.97,0.42,97.5,1.31
Viggiano,40.313888,15.904444,09/01/2021 03:00,0.89,0.46,136.03,0.03,2.88,0.01,1.94,0.19,0.56,1.48,1.76,0.0,47.18,0.02,-9999.0,0.0,941.92,1.77,6.56,5.82,0.41,98.49,1.3
Viggiano,40.313888,15.904444,09/01/2021 04:00,0.87,0.45,157.81,0.02,2.07,0.01,1.95,0.19,0.81,1.51,1.58,0.01,45.83,0.01,-9999.0,0.0,941.96,1.81,7.12,5.77,0.41,98.83,0.93
Viggiano,40.313888,15.904444,09/01/2021 05:00,0.86,0.44,135.56,0.01,3.22,0.01,1.95,0.19,0.57,0.98,1.19,0.01,44.79,0.02,-9999.0,0.0,942.11,1.77,6.2,5.91,0.42,98.18,0.95
Viggiano,40.313888,15.904444,09/01/2021 06:00,0.87,0.44,134.39,0.01,3.28,0.01,1.96,0.19,0.89,1.66,1.7,0.01,45.26,0.01,-9999.0,0.0,942.4,1.84,6.3,5.77,0.42,97.74,1.39
Viggiano,40.313888,15.904444,09/01/2021 07:00,0.88,0.45,113.43,0.02,3.35,0.01,1.96,0.19,0.66,1.48,1.65,0.01,48.12,0.01,-9999.0,0.2,943.2,1.95,5.79,5.85,0.44,94.78,2.28
Viggiano,40.313888,15.904444,09/01/2021 08:00,0.84,0.44,111.57,0.01,2.5,0.01,1.95,0.19,0.81,1.26,1.34,0.01,51.5,0.01,-9999.0,0.2,943.21,3.97,7.59,5.66,0.45,94.64,2.11
Viggiano,40.313888,15.904444,09/01/2021 09:00,0.83,0.42,133.33,0.02,2.68,0.01,1.95,0.19,0.62,1.71,1.9,0.01,55.79,0.02,-9999.0,0.0,943.51,29.67,6.15,5.8,0.41,93.5,2.56
Viggiano,40.313888,15.904444,09/01/2021 10:00,0.81,0.42,133.5,0.01,2.99,0.01,1.94,0.19,0.35,1.1,1.48,0.01,55.51,0.01,-9999.0,0.0,943.82,37.63,6.19,5.83,0.36,93.3,3.45
Viggiano,40.313888,15.904444,09/01/2021 11:00,0.82,0.42,113.6,0.01,2.29,0.01,1.94,0.18,0.53,1.37,1.6,0.01,57.59,0.01,-9999.0,0.0,943.58,90.05,6.75,6.08,0.36,90.22,3.02
Viggiano,40.313888,15.904444,09/01/2021 12:00,0.91,0.43,114.16,0.02,2.91,0.01,1.93,0.18,0.45,1.32,1.61,0.01,58.88,0.01,-9999.0,0.0,942.26,76.53,6.42,6.12,0.34,88.34,3.57
Viggiano,40.313888,15.904444,09/01/2021 13:00,0.91,0.43,133.89,0.01,3.83,0.01,1.92,0.18,0.36,0.96,1.37,0.01,65.34,0.01,-9999.0,2.4,941.6,23.61,5.72,5.63,0.29,87.21,3.61
Viggiano,40.313888,15.904444,09/01/2021 14:00,0.92,0.44,112.04,0.01,3.57,0.01,1.93,0.18,1.4,2.02,1.79,0.01,58.3,0.01,-9999.0,0.2,941.5,21.38,5.74,5.38,0.26,92.83,1.39
Viggiano,40.313888,15.904444,09/01/2021 15:00,0.95,0.45,135.26,0.01,3.79,0.01,1.92,0.18,1.17,2.02,1.9,0.01,59.68,0.01,-9999.0,0.0,941.3,53.86,5.39,5.83,0.32,91.73,0.95
Viggiano,40.313888,15.904444,09/01/2021 16:00,0.95,0.43,134.2,0.02,2.64,0.01,1.92,0.18,0.75,1.54,1.65,0.01,58.93,0.0,-9999.0,0.0,941.63,20.87,6.63,5.85,0.29,92.03,1.64
Viggiano,40.313888,15.904444,09/01/2021 17:00,0.92,0.46,112.92,0.01,3.34,0.01,1.92,0.18,-9999.0,-9999.0,-9999.0,0.0,56.46,0.01,-9999.0,0.0,942.01,4.99,6.84,5.6,0.28,93.57,1.5
Viggiano,40.313888,15.904444,09/01/2021 18:00,0.95,0.48,113.29,0.01,2.77,0.01,1.93,0.18,1.1,1.91,1.84,0.0,54.76,0.01,-9999.0,0.0,942.33,2.11,6.69,5.41,0.27,95.21,1.39
Viggiano,40.313888,15.904444,09/01/2021 19:00,1.0,0.49,112.97,0.01,2.37,0.01,1.93,0.19,1.28,1.63,1.46,0.0,52.27,0.01,-9999.0,0.0,942.97,1.89,7.28,5.4,0.3,97.17,1.33
Viggiano,40.313888,15.904444,09/01/2021 20:00,1.02,0.39,134.7,0.01,2.52,0.01,1.93,0.18,0.83,1.38,1.46,0.0,51.84,0.01,-9999.0,0.0,943.22,2.009,6.76,5.45,0.33,98.28,1.31
Viggiano,40.313888,15.904444,09/01/2021 21:00,1.03,0.28,134.0,0.01,3.41,0.01,1.94,0.19,0.79,1.3,1.39,0.01,49.65,0.01,-9999.0,0.8,943.41,1.69,6.23,5.48,0.32,99.13,1.18
Viggiano,40.313888,15.904444,09/01/2021 22:00,1.13,0.3,-9999.0,0.02,3.13,0.01,1.97,0.2,1.12,1.72,1.64,0.0,45.44,0.01,-9999.0,1.0,943.74,1.82,6.2,5.63,0.35,99.25,-9999.0
Viggiano,40.313888,15.904444,09/01/2021 23:00,1.1,0.3,135.58,0.01,2.94,0.01,1.95,0.19,1.34,1.89,1.69,0.01,43.85,0.01,-9999.0,0.6,943.48,1.84,5.33,5.61,0.37,99.42,0.92
Viggiano,40.313888,15.904444,10/01/2021 00:00,1.09,0.31,157.99,0.05,2.86,0.01,1.97,0.2,1.38,1.94,1.72,0.0,42.3,0.01,-9999.0,1.6,943.2,1.85,7.97,5.6,0.4,99.56,1.07
Viggiano,40.313888,15.904444,10/01/2021 01:00,1.06,0.33,112.78,0.03,3.72,0.01,1.96,0.19,1.09,1.76,1.69,0.01,42.73,0.01,-9999.0,2.4,942.96,1.83,6.49,5.58,0.38,99.89,1.27
Viggiano,40.313888,15.904444,10/01/2021 02:00,1.13,0.35,135.75,0.02,3.32,0.01,1.95,0.19,0.56,0.93,1.16,0.0,45.49,0.01,-9999.0,3.0,943.04,1.87,7.19,5.64,0.38,99.93,1.18
Viggiano,40.313888,15.904444,10/01/2021 03:00,1.14,0.33,313.87,0.01,2.9,0.01,1.96,0.2,1.05,1.86,1.81,0.0,42.75,0.01,-9999.0,0.6,942.72,1.83,7.5,5.74,0.4,99.92,1.44
Viggiano,40.313888,15.904444,10/01/2021 04:00,1.21,0.34,294.25,0.03,3.29,0.01,2.02,0.24,2.54,2.09,1.26,0.01,40.9,0.02,-9999.0,0.0,941.93,1.76,6.86,5.75,0.5,99.82,1.44
Viggiano,40.313888,15.904444,10/01/2021 05:00,1.25,0.4,-9999.0,0.04,4.07,0.01,2.02,0.22,3.98,3.58,2.01,0.01,35.44,0.01,-9999.0,0.6,942.17,2.02,7.21,5.96,0.55,99.6,-9999.0
Viggiano,40.313888,15.904444,10/01/2021 06:00,1.22,0.39,134.25,0.01,3.05,0.01,2.0,0.21,2.11,2.4,1.79,0.01,36.35,0.02,-9999.0,0.4,942.06,1.83,5.62,5.84,0.54,99.86,1.37
Viggiano,40.313888,15.904444,10/01/2021 07:00,1.16,0.42,312.19,0.03,3.26,0.01,2.0,0.21,2.91,2.95,1.93,0.01,37.14,0.01,-9999.0,0.4,941.98,1.87,6.95,5.92,0.45,99.9,1.17
Viggiano,40.313888,15.904444,10/01/2021 08:00,1.16,0.45,45.51,0.02,2.49,0.01,1.97,0.2,1.12,1.78,1.69,0.01,40.56,0.03,-9999.0,0.4,941.6,10.39,8.53,5.9,0.49,99.92,1.24
Viggiano,40.313888,15.904444,10/01/2021 09:00,1.16,0.46,2.02,0.03,3.23,0.02,1.97,0.21,1.17,1.59,1.48,0.01,41.18,0.01,-9999.0,0.6,942.24,28.43,7.18,6.33,0.42,99.87,0.95
