Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Etilbenzene (µg/m³),mp-Xilene (µg/m³),o-Xilene (µg/m³),PM10 (µg/m³),Toluene (µg/m³)
Potenza_Viale_Unicef,40.627777,15.796388,09/01/2021 21:00,0.84,0.34,0.11,0.8,0.13,37.96,1.02
Potenza_Viale_Unicef,40.627777,15.796388,09/01/2021 22:00,0.75,0.32,0.11,0.59,0.1,32.18,0.62
Potenza_Viale_Unicef,40.627777,15.796388,09/01/2021 23:00,0.61,0.26,0.11,0.53,0.09,24.16,0.56
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 00:00,0.61,0.24,0.11,0.36,0.1,42.03,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 01:00,0.61,0.23,0.11,0.11,0.09,33.54,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 02:00,0.61,0.23,0.11,0.11,0.09,14.06,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 03:00,0.46,0.21,0.11,0.11,0.1,13.74,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 04:00,0.43,0.21,0.11,0.11,0.09,17.42,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 05:00,0.43,0.23,0.11,0.46,0.1,35.84,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 06:00,0.44,0.22,0.11,0.36,0.09,42.32,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 07:00,0.44,0.22,0.11,0.26,0.09,54.08,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 08:00,0.51,0.25,0.11,0.51,0.09,32.59,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 09:00,0.52,0.25,0.11,0.3,0.12,28.37,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 10:00,0.77,0.31,0.11,0.47,0.08,21.16,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 11:00,0.77,-9999.0,0.11,0.61,0.13,25.56,0.56
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 12:00,0.8,0.33,0.19,0.85,0.14,25.58,0.95
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 13:00,0.9,0.33,0.2,1.08,0.14,51.07,1.01
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 14:00,0.84,0.35,0.19,1.0,0.13,22.87,1.01
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 15:00,1.0,0.34,0.12,0.94,0.13,16.19,0.99
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 16:00,1.12,0.26,0.11,0.6,0.14,14.97,0.82
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 17:00,0.74,0.33,0.11,0.62,0.08,14.61,0.56
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 18:00,1.0,0.38,0.11,0.77,0.12,12.14,0.94
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 19:00,1.18,0.54,0.25,1.18,0.13,15.55,1.16
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 20:00,1.29,0.27,0.21,1.61,0.36,16.79,1.15
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 21:00,0.64,0.3,0.11,0.55,0.09,17.39,0.55
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 22:00,0.69,0.35,0.11,0.63,0.09,17.95,0.56
Potenza_Viale_Unicef,40.627777,15.796388,10/01/2021 23:00,0.83,0.3,0.11,0.57,0.12,14.62,0.56
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 00:00,0.64,0.27,0.11,0.52,0.1,13.71,0.55
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 01:00,0.61,0.32,0.11,0.5,0.09,11.5,0.55
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 02:00,0.81,0.35,0.11,0.51,0.09,11.32,0.56
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 03:00,0.72,0.38,0.11,0.51,0.1,11.87,0.56
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 04:00,0.75,0.28,0.11,0.57,0.1,15.43,0.78
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 05:00,0.55,0.24,0.11,0.5,0.09,15.63,0.55
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 06:00,0.43,0.23,0.11,0.5,0.09,20.47,0.55
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 07:00,0.43,0.25,0.11,0.31,0.09,18.75,0.55
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 08:00,0.5,0.31,0.11,0.31,0.09,12.71,0.32
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 09:00,0.68,0.37,0.11,0.92,0.14,19.29,0.94
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 10:00,0.83,-9999.0,0.11,0.29,0.15,21.17,0.99
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 11:00,-9999.0,0.39,-9999.0,-9999.0,-9999.0,22.0,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 12:00,-9999.0,0.38,-9999.0,-9999.0,-9999.0,22.29,-9999.0
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 13:00,1.03,0.41,0.48,2.02,0.63,20.88,1.03
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 14:00,1.1,0.41,0.29,1.73,0.62,17.3,1.2
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 15:00,1.05,0.38,0.29,1.67,0.45,16.39,1.09
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 16:00,0.95,0.38,0.3,1.5,0.39,26.17,1.24
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 17:00,1.0,0.43,0.3,1.19,0.13,26.49,1.03
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 18:00,1.2,0.46,0.31,1.66,0.3,18.59,1.44
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 19:00,1.23,0.43,0.3,1.65,0.22,19.55,1.26
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 20:00,1.13,0.49,0.32,1.65,0.34,27.32,1.26
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 21:00,1.06,0.43,0.34,1.45,0.2,33.38,1.09
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 22:00,1.03,0.39,0.32,1.12,0.14,33.31,1.03
Potenza_Viale_Unicef,40.627777,15.796388,11/01/2021 23:00,1.03,0.38,0.25,1.0,0.14,15.38,1.01
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 00:00,1.03,0.34,0.11,0.87,0.15,14.33,0.85
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 01:00,0.86,0.34,0.11,0.59,0.12,11.94,0.56
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 02:00,0.83,0.33,0.11,0.57,0.11,14.6,0.8
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 03:00,0.83,0.32,0.11,0.49,0.09,17.82,0.56
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 04:00,0.64,0.31,0.11,0.57,0.12,25.66,1.43
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 05:00,0.8,0.32,0.11,0.49,0.09,48.34,0.61
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 06:00,0.83,0.31,0.11,0.5,0.1,48.72,0.55
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 07:00,0.83,0.36,0.11,0.5,0.09,35.09,0.55
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 08:00,0.82,0.38,0.11,0.48,0.08,25.02,0.56
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 09:00,1.0,-9999.0,0.19,0.94,0.14,28.17,0.96
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 10:00,1.03,0.41,0.34,1.08,0.15,17.82,1.02
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 11:00,1.21,0.41,0.46,1.86,0.58,21.05,3.02
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 12:00,1.16,0.4,0.75,3.73,0.89,18.07,2.14
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 13:00,1.1,0.44,0.98,4.63,1.15,19.07,3.25
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 14:00,1.15,0.44,1.02,5.48,1.59,12.9,3.38
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 15:00,1.13,0.37,0.49,2.6,0.68,10.15,1.56
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 16:00,0.85,0.34,0.22,1.17,0.2,4.88,1.02
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 17:00,0.72,0.36,0.13,0.85,0.15,7.69,0.79
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 18:00,0.82,0.43,0.19,1.07,0.15,7.35,1.26
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 19:00,1.07,0.52,0.32,1.34,0.16,4.01,1.43
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 20:00,1.61,0.75,0.44,2.35,0.57,7.64,4.53
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 21:00,2.6,0.78,0.65,3.19,0.67,16.63,8.119
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 22:00,2.41,0.63,0.65,3.33,0.72,12.63,5.02
Potenza_Viale_Unicef,40.627777,15.796388,12/01/2021 23:00,1.73,0.58,0.54,2.17,0.47,7.85,4.26
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 00:00,1.66,0.46,0.37,1.51,0.17,13.46,1.37
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 01:00,1.12,0.33,0.28,0.99,0.14,20.39,1.85
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 02:00,0.84,0.32,0.11,0.55,0.14,13.49,1.5
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 03:00,0.76,0.3,0.11,0.53,0.1,23.39,1.08
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 04:00,0.62,0.3,0.11,0.54,0.1,22.7,1.03
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 05:00,0.62,0.31,0.11,0.53,0.14,18.95,1.26
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 06:00,0.21,0.28,0.11,0.53,0.14,14.9,0.79
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 07:00,0.54,0.27,0.11,0.51,0.09,27.08,0.61
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 08:00,0.5,-9999.0,0.11,0.71,0.15,24.29,0.96
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 09:00,0.53,0.3,0.11,0.64,0.13,11.14,1.03
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 10:00,0.61,0.29,0.23,1.61,0.4,10.34,1.91
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 11:00,0.52,0.29,0.11,0.82,0.14,14.78,2.14
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 12:00,0.53,0.25,0.11,0.97,0.13,21.24,2.89
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 13:00,0.41,0.22,0.11,0.93,0.1,30.25,1.61
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 14:00,0.39,0.22,0.15,1.15,0.11,23.44,1.85
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 15:00,0.33,0.19,0.12,0.9,0.12,25.37,1.78
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 16:00,0.38,0.21,0.11,0.75,0.12,20.87,1.25
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 17:00,0.48,0.4,0.16,1.01,0.12,10.46,1.42
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 18:00,1.39,0.79,0.24,2.17,0.35,11.38,3.0
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 19:00,2.69,0.99,0.78,4.73,1.03,19.57,5.71
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 20:00,3.29,1.31,0.99,5.64,1.2,54.4,6.47
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 21:00,3.75,0.93,1.32,6.98,1.65,27.09,6.89
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 22:00,2.37,0.7,0.72,4.24,0.85,13.42,3.9
Potenza_Viale_Unicef,40.627777,15.796388,13/01/2021 23:00,2.009,0.75,0.65,4.12,0.95,23.4,3.43
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 00:00,1.73,0.51,0.54,2.98,0.65,18.25,2.61
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 01:00,1.37,0.45,0.37,1.33,0.24,21.12,1.79
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 02:00,1.06,0.38,0.13,1.09,0.15,27.69,1.27
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 03:00,0.78,0.31,0.11,0.92,0.18,27.92,1.33
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 04:00,0.48,0.31,0.11,0.57,0.1,12.35,1.03
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 05:00,0.54,0.33,0.11,0.55,0.1,8.92,0.8
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 06:00,0.53,0.26,0.11,0.58,0.1,20.64,1.02
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 07:00,0.24,-9999.0,0.11,0.53,0.09,19.95,0.61
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 08:00,0.36,0.28,0.11,0.51,0.1,14.26,0.56
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 09:00,0.51,0.3,0.31,1.09,0.09,16.73,2.009
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 10:00,0.3,0.24,0.63,0.77,0.38,13.42,2.02
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 11:00,0.34,0.19,0.13,0.9,0.13,17.14,1.09
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 12:00,0.22,0.16,0.11,0.57,0.13,19.79,1.03
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 13:00,0.19,0.18,0.11,0.51,0.13,17.79,1.03
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 14:00,0.39,0.19,0.11,0.77,0.13,25.32,1.2
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 15:00,0.33,0.17,0.11,0.62,0.12,23.64,1.07
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 16:00,0.19,0.15,0.11,0.45,0.07,15.02,0.99
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 17:00,0.2,0.16,0.11,0.46,0.08,19.27,1.01
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 18:00,0.31,0.17,0.11,0.63,0.14,5.47,1.25
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 19:00,0.39,0.21,0.11,0.78,0.14,5.01,1.02
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 20:00,0.42,0.22,0.17,1.2,0.13,4.13,1.2
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 21:00,0.41,0.26,0.13,1.05,0.14,5.85,1.31
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 22:00,0.58,0.34,0.11,1.08,0.13,11.82,1.03
Potenza_Viale_Unicef,40.627777,15.796388,14/01/2021 23:00,0.64,0.18,0.11,1.16,0.14,9.02,1.27
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 00:00,0.22,0.14,0.11,0.58,0.09,11.42,0.6
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 01:00,0.2,0.15,0.11,0.35,0.09,7.25,0.55
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 02:00,0.2,0.15,0.11,0.11,0.09,17.39,0.15
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 03:00,0.2,0.16,0.11,0.11,0.1,5.08,0.5
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 04:00,0.05,0.2,0.11,0.11,0.1,5.44,0.56
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 05:00,0.15,0.2,0.11,0.45,0.09,8.64,0.54
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 06:00,0.2,-9999.0,0.11,0.3,0.08,7.71,0.71
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 07:00,0.2,0.26,0.11,0.37,0.1,6.25,0.62
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 08:00,0.67,0.33,0.11,0.47,0.09,3.37,0.56
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 09:00,0.82,0.29,0.11,0.84,0.16,5.73,0.96
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 10:00,0.62,0.34,0.11,1.01,0.17,8.77,1.02
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 11:00,0.62,0.3,0.11,1.11,0.14,7.94,1.03
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 12:00,0.62,0.27,0.11,1.09,0.18,11.06,0.85
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 13:00,0.62,0.27,0.11,1.06,0.17,9.5,0.97
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 14:00,0.56,0.27,0.11,0.91,0.18,9.11,0.85
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 15:00,0.52,0.27,0.11,0.81,0.19,9.25,0.74
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 16:00,0.56,0.27,0.11,0.67,0.11,10.36,0.62
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 17:00,0.6,0.35,0.11,0.56,0.1,14.7,0.57
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 18:00,0.84,0.39,0.23,1.06,0.2,22.35,0.97
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 19:00,1.01,0.37,0.4,1.19,0.21,27.21,1.2
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 20:00,1.03,0.39,0.39,1.19,0.2,30.53,1.74
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 21:00,1.02,0.49,0.41,1.19,0.21,24.64,1.5
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 22:00,1.5,0.57,0.4,1.34,0.36,7.66,1.67
Potenza_Viale_Unicef,40.627777,15.796388,15/01/2021 23:00,1.58,0.47,0.4,1.49,0.24,12.16,1.96
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 00:00,1.27,0.4,0.4,1.57,0.36,13.8,1.73
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 01:00,0.82,0.35,0.14,1.07,0.22,13.7,1.15
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 02:00,0.74,0.32,0.11,0.65,0.16,19.38,1.03
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 03:00,0.56,0.18,0.11,0.83,0.15,23.45,0.86
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 04:00,0.24,0.17,0.11,0.1,0.1,19.78,0.55
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 05:00,0.3,-9999.0,0.11,0.08,0.1,28.35,0.15
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 06:00,0.34,0.2,0.11,0.05,0.11,,0.33
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 07:00,0.25,0.22,0.11,0.11,0.1,,0.1
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 08:00,0.43,0.25,0.11,0.28,0.1,,0.5
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 09:00,0.52,0.28,0.11,0.35,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 10:00,0.62,0.26,0.11,0.57,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 11:00,0.62,0.26,0.11,0.55,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 12:00,0.62,0.25,0.11,0.58,0.12,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 13:00,0.62,0.27,0.11,0.55,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 14:00,0.7,0.28,0.11,0.64,0.17,,0.97
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 15:00,0.65,0.27,0.11,0.61,0.11,,0.62
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 16:00,0.62,0.28,0.11,0.56,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 17:00,0.62,0.31,0.11,0.34,0.11,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 18:00,0.71,0.39,0.11,0.64,0.2,,0.97
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 19:00,0.93,0.44,0.23,1.28,0.2,,1.38
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 20:00,1.13,0.48,0.43,1.73,0.37,,1.74
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 21:00,1.07,0.42,0.3,1.5,0.27,,1.56
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 22:00,0.97,0.41,0.28,1.16,0.21,,1.32
Potenza_Viale_Unicef,40.627777,15.796388,16/01/2021 23:00,1.08,0.53,0.23,1.14,0.22,,1.21
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 00:00,1.45,0.49,0.31,0.95,0.2,,1.33
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 01:00,1.29,0.4,0.11,0.65,0.21,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 02:00,1.0,0.31,0.11,0.58,0.11,,0.86
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 03:00,0.65,0.31,0.11,0.56,0.1,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 04:00,0.62,-9999.0,0.11,0.16,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 05:00,0.62,0.32,0.11,0.11,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 06:00,0.5,0.3,0.11,0.52,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 07:00,0.61,0.37,0.11,0.35,0.11,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 08:00,0.63,0.38,0.11,1.09,0.21,,0.97
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 09:00,0.84,0.38,0.11,1.15,0.21,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 10:00,0.87,0.3,0.11,0.94,0.17,,0.86
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 11:00,0.74,0.31,0.11,0.58,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 12:00,0.86,0.3,0.11,0.6,0.13,,0.74
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 13:00,0.85,0.3,0.11,0.55,0.11,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 14:00,0.72,0.27,0.11,0.53,0.12,,0.79
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 15:00,0.73,0.3,0.21,1.15,0.3,,0.97
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 16:00,0.84,0.29,0.14,0.74,0.2,,0.68
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 17:00,1.0,0.41,0.11,0.58,0.13,,0.74
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 18:00,1.4,0.42,0.11,0.81,0.18,,1.03
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 19:00,1.16,0.32,0.11,0.92,0.14,,0.86
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 20:00,0.77,0.23,0.11,0.58,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 21:00,0.55,0.3,0.11,0.57,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 22:00,0.62,0.34,0.11,0.6,0.1,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,17/01/2021 23:00,0.62,0.29,0.11,0.58,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 00:00,0.62,0.25,0.11,0.34,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 01:00,0.57,0.2,0.11,0.17,0.1,,0.39
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 02:00,0.25,0.23,0.11,0.11,0.1,,0.27
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 03:00,0.31,-9999.0,0.11,0.11,0.1,,0.55
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 04:00,0.48,0.29,0.11,0.52,0.11,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 05:00,0.48,0.28,0.11,0.58,0.1,,0.57
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 06:00,0.54,0.23,0.11,0.4,0.11,,0.32
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 07:00,0.47,0.26,0.11,0.11,0.1,,0.32
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 08:00,0.53,0.59,0.11,0.71,0.13,,0.38
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 09:00,1.43,0.75,0.58,3.24,0.68,,2.49
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 10:00,1.62,0.32,0.65,3.19,0.71,,2.62
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 11:00,0.64,0.24,0.18,1.34,0.23,,0.97
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 12:00,0.45,0.24,0.11,0.7,0.1,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 13:00,0.44,0.24,0.11,0.81,0.13,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 14:00,0.45,0.25,0.11,0.54,0.09,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 15:00,0.46,0.25,0.11,0.63,0.16,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 16:00,0.47,0.26,0.11,0.57,0.11,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 17:00,0.47,0.29,0.11,0.61,0.16,,0.56
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 18:00,0.61,0.32,0.11,1.03,0.2,,0.97
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 19:00,0.62,0.34,0.24,0.88,0.15,,0.8
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 20:00,0.74,0.36,0.29,1.66,0.43,,1.26
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 21:00,0.83,0.36,0.26,1.72,0.43,,1.5
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 22:00,0.93,0.66,0.23,1.33,0.32,,1.15
Potenza_Viale_Unicef,40.627777,15.796388,18/01/2021 23:00,1.74,0.69,0.61,2.71,0.65,,2.15
Potenza_Viale_Unicef,40.627777,15.796388,19/01/2021 00:00,2.12,0.57,0.56,2.68,0.71,,2.51
Potenza_Viale_Unicef,40.627777,15.796388,19/01/2021 01:00,1.81,0.56,0.24,1.22,0.26,,1.56
Potenza_Viale_Unicef,40.627777,15.796388,19/01/2021 02:00,1.43,-9999.0,0.14,0.94,0.2,,1.32
Potenza_Viale_Unicef,40.627777,15.796388,19/01/2021 03:00,0.8,0.32,0.11,0.59,0.12,,0.62
